"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma"
1917,"1Fam","None",0,"Gd","Y",1040,2052,"Gd",642,"Y",210,91,"60","RL","Norm","2Story",20,19
1918,"1Fam","None",0,"TA","Y",926,926,"TA",351,"Y",319,0,"OTHERS","RL","Norm","SFoyer",43,43
1919,"1Fam","None",0,"TA","Y",1287,1287,"TA",541,"Y",302,39,"OTHERS","RL","Norm","SFoyer",43,43
1920,"1Fam","None",0,"TA","Y",1595,1595,"TA",672,"Y",0,0,"20","RL","Norm","1Story",29,29
1921,"1Fam","Stone",246,"Ex","Y",2036,2036,"Ex",780,"Y",90,154,"20","RL","Norm","1Story",12,12
1922,"1Fam","BrkFace",406,"Ex","Y",1641,1641,"Ex",885,"Y",0,95,"20","RL","Norm","1Story",12,12
1923,"1Fam","None",0,"TA","Y",1375,2237,"Gd",440,"Y",305,24,"60","RL","Norm","2Story",40,14
1924,"1Fam","BrkFace",310,"TA","Y",1479,1479,"Gd",578,"Y",224,238,"80","RL","Norm","SLvl",33,31
1925,"1Fam","None",0,"Gd","Y",1072,2014,"Gd",486,"Y",124,114,"60","RL","Norm","2Story",17,17
1926,"1Fam","Stone",290,"Ex","Y",1978,1978,"Ex",920,"Y",308,52,"20","RL","Norm","1Story",13,13
1927,"1Fam","BrkFace",182,"TA","Y",1008,1008,"Gd",384,"Y",144,0,"20","RL","Norm","1Story",52,52
1928,"1Fam","BrkFace",176,"TA","Y",1404,1404,"TA",504,"Y",0,16,"20","RL","Norm","1Story",51,20
1929,"1Fam","None",0,"TA","Y",796,796,"TA",336,"Y",138,0,"OTHERS","RL","Norm","SFoyer",48,48
1930,"1Fam","None",0,"TA","Y",1091,1091,"TA",429,"Y",280,0,"80","RL","Norm","SLvl",27,24
1931,"1Fam","None",0,"TA","Y",883,883,"TA",698,"Y",100,32,"OTHERS","RL","Norm","SFoyer",28,27
1932,"1Fam","None",0,"TA","Y",624,1287,"TA",440,"Y",150,0,"60","RL","Norm","2Story",28,28
1933,"1Fam","BrkFace",178,"Gd","Y",784,1632,"TA",898,"Y",0,173,"60","RL","Norm","2Story",51,51
1934,"1Fam","None",0,"TA","Y",926,1604,"TA",470,"Y",0,36,"60","RL","Norm","2Story",23,22
1935,"1Fam","BrkFace",119,"TA","Y",680,1470,"TA",420,"Y",192,49,"60","RL","Norm","2Story",25,24
1936,"1Fam","None",0,"TA","Y",926,1604,"TA",472,"Y",100,82,"60","RL","Norm","2Story",22,22
1937,"1Fam","None",0,"TA","Y",916,1636,"TA",386,"Y",168,84,"60","RL","Norm","2Story",24,24
1938,"1Fam","None",0,"Gd","Y",1384,1384,"Gd",404,"Y",0,39,"20","RL","Norm","1Story",24,23
1939,"1Fam","None",0,"Gd","Y",1682,1682,"Gd",528,"Y",0,0,"120","RL","Norm","1Story",23,23
1940,"TwnhsE","None",0,"Gd","Y",1280,1280,"Gd",506,"Y",0,82,"120","RL","Norm","1Story",28,28
1941,"1Fam","None",0,"TA","Y",932,1633,"TA",460,"Y",0,39,"60","RL","Norm","2Story",22,22
1942,"1Fam","BrkFace",194,"TA","Y",851,1709,"Gd",416,"Y",0,40,"60","RL","Norm","2Story",29,29
1943,"TwnhsE","None",0,"Gd","Y",1337,1337,"Gd",462,"Y",0,73,"120","RL","Norm","1Story",31,31
1944,"1Fam","Stone",130,"Gd","Y",1168,2500,"Ex",683,"Y",192,32,"60","RL","Norm","2Story",15,15
1945,"1Fam","BrkFace",296,"Ex","Y",1884,1884,"Ex",670,"Y",214,76,"20","RL","Norm","1Story",16,16
1946,"1Fam","None",0,"TA","Y",1474,1474,"TA",495,"Y",0,0,"20","RL","Feedr","1Story",68,68
1947,"TwnhsE","BrkFace",178,"Ex","Y",1710,1710,"Ex",557,"Y",156,48,"120","RL","PosN","1Story",13,13
1948,"1Fam","BrkFace",44,"TA","Y",1488,1488,"TA",738,"Y",0,0,"20","RL","Norm","1Story",70,70
1949,"1Fam","BrkFace",102,"Gd","Y",1688,1688,"Ex",528,"Y",0,48,"20","RL","Norm","1Story",32,32
1950,"1Fam","BrkFace",174,"Gd","Y",1260,1260,"TA",598,"Y",152,0,"20","RL","Norm","1Story",37,37
1951,"1Fam","BrkFace",383,"Gd","Y",2064,2064,"Gd",550,"Y",200,0,"20","RL","Norm","1Story",42,42
1952,"1Fam","BrkFace",194,"Gd","Y",1782,1782,"Gd",551,"Y",467,0,"20","RL","Norm","1Story",41,41
1953,"1Fam","BrkFace",621,"TA","Y",1211,1211,"Gd",461,"Y",0,0,"20","RL","Norm","1Story",44,44
1954,"1Fam","BrkFace",280,"TA","Y",1277,2044,"TA",489,"Y",28,73,"60","RL","Norm","2Story",40,32
1955,"1Fam","None",0,"TA","Y",720,1308,"TA",484,"Y",0,0,"60","RL","Norm","2Story",51,51
1956,"1Fam","BrkFace",168,"Gd","Y",1420,2840,"Gd",1314,"Y",0,16,"60","RL","Norm","2Story",42,42
1957,"1Fam","BrkFace",120,"TA","Y",1444,1444,"TA",473,"Y",0,24,"20","RL","Norm","1Story",44,44
1958,"1Fam","BrkFace",402,"Gd","Y",1236,2340,"Gd",787,"Y",192,180,"60","RL","Norm","2Story",24,24
1959,"Duplex","None",0,"TA","Y",896,1792,"TA",480,"Y",0,45,"90","RL","Norm","2Story",46,46
1960,"1Fam","BrkFace",72,"TA","Y",936,936,"TA",288,"Y",16,0,"20","RL","Norm","1Story",51,51
1961,"1Fam","None",0,"TA","Y",864,864,"TA",576,"Y",0,0,"20","RL","Norm","1Story",49,49
1962,"Twnhs","BrkFace",359,"TA","Y",483,987,"TA",264,"Y",52,0,"160","RM","Norm","2Story",47,47
1963,"Twnhs","BrkFace",422,"TA","Y",483,987,"TA",352,"Y",411,0,"160","RM","Norm","2Story",48,48
1964,"Twnhs","BrkFace",356,"TA","Y",630,1302,"TA",264,"Y",0,0,"160","RM","Norm","2Story",48,48
1965,"TwnhsE","None",0,"TA","Y",855,1456,"TA",460,"Y",0,0,"160","RL","Norm","2Story",45,45
1966,"Twnhs","None",0,"TA","Y",1055,1055,"TA",440,"Y",0,38,"120","RL","Norm","1Story",43,43
1967,"1Fam","Stone",302,"Gd","Y",1582,1582,"Gd",905,"Y",209,95,"20","RL","Norm","1Story",13,13
1968,"1Fam","Stone",554,"Gd","Y",2464,2464,"Ex",650,"Y",358,78,"20","RL","Norm","1Story",13,13
1969,"1Fam","BrkFace",480,"Ex","Y",1950,1950,"Ex",706,"Y",156,207,"20","RL","Norm","1Story",13,13
1970,"1Fam","BrkFace",270,"Gd","Y",1850,2748,"Ex",850,"Y",212,182,"60","RL","Norm","2Story",14,14
1971,"1Fam","BrkFace",468,"Ex","Y",1632,2790,"Ex",1150,"Y",30,200,"60","RL","PosN","2Story",15,14
1972,"1Fam","BrkFace",368,"Gd","Y",1414,2331,"Ex",1003,"Y",192,63,"60","RL","Norm","2Story",15,15
1973,"1Fam","Stone",108,"Ex","Y",948,2088,"Gd",656,"Y",100,24,"60","RL","Norm","2Story",13,13
1974,"1Fam","Stone",126,"Gd","Y",1170,2332,"Ex",756,"Y",224,142,"60","RL","Norm","2Story",16,16
1975,"1Fam","Stone",680,"Ex","Y",2470,2470,"Ex",789,"Y",154,65,"20","RL","Norm","1Story",17,17
1976,"1Fam","BrkFace",504,"Gd","Y",1575,1575,"Gd",732,"Y",216,28,"20","RL","Norm","1Story",17,16
1977,"1Fam","BrkFace",1110,"Gd","Y",1515,2649,"Gd",746,"Y",0,60,"60","RL","Norm","2Story",19,18
1978,"1Fam","BrkFace",221,"Gd","Y",1804,2690,"Gd",795,"Y",268,58,"60","RL","Norm","2Story",17,17
1979,"TwnhsE","BrkFace",492,"Ex","Y",1866,1866,"Ex",870,"Y",0,48,"120","RL","Norm","1Story",12,12
1980,"TwnhsE","Stone",144,"Gd","Y",1367,1367,"Gd",484,"Y",0,33,"120","RL","Norm","1Story",15,15
1981,"TwnhsE","BrkFace",714,"Ex","Y",1800,1800,"Ex",944,"Y",210,0,"120","RL","Norm","1Story",13,12
1982,"TwnhsE","BrkFace",176,"Gd","Y",1342,1342,"Gd",550,"Y",0,35,"120","RL","Norm","1Story",14,13
1983,"TwnhsE","BrkFace",196,"Gd","Y",1342,1342,"Gd",550,"Y",0,35,"120","RL","Norm","1Story",14,13
1984,"Twnhs","Stone",106,"Gd","Y",764,1626,"Gd",474,"Y",0,27,"160","RL","Norm","2Story",17,16
1985,"TwnhsE","BrkFace",143,"Gd","Y",1455,1455,"Gd",644,"Y",156,20,"120","RL","Norm","1Story",17,17
1986,"TwnhsE","BrkFace",24,"Gd","Y",1576,1576,"Gd",668,"Y",143,20,"120","RM","Norm","1Story",16,16
1987,"1Fam","BrkFace",20,"Gd","Y",1246,1246,"Gd",428,"Y",100,24,"20","RL","Norm","1Story",13,12
1988,"1Fam","None",0,"Gd","Y",813,1515,"Gd",393,"Y",0,75,"60","RL","Norm","2Story",16,16
1989,"1Fam","None",0,"Gd","Y",840,1720,"Gd",400,"Y",138,48,"60","RL","Norm","2Story",18,17
1990,"1Fam","BrkFace",196,"Gd","Y",847,1986,"Gd",434,"Y",120,48,"60","RL","Norm","2Story",17,17
1991,"TwnhsE","Stone",176,"Gd","Y",1358,1358,"Gd",484,"Y",192,26,"120","RL","Norm","1Story",13,12
1992,"1Fam","BrkFace",647,"Gd","Y",1008,1892,"TA",431,"Y",108,0,"60","RL","Norm","2Story",20,19
1993,"1Fam","None",0,"Gd","Y",707,1414,"Gd",403,"Y",100,35,"60","RL","RRAn","2Story",18,18
1994,"1Fam","None",0,"Gd","Y",1037,2322,"TA",400,"Y",144,44,"60","RL","RRAn","2Story",21,20
1995,"1Fam","None",0,"TA","Y",873,1651,"TA",450,"Y",0,103,"60","RL","Norm","2Story",21,21
1996,"1Fam","BrkFace",1290,"Gd","Y",1182,2199,"Gd",516,"Y",0,131,"OTHERS","RL","Norm","2.5Unf",23,23
1997,"1Fam","BrkFace",295,"Gd","Y",1533,2172,"Ex",687,"Y",162,153,"60","RL","Norm","2Story",20,20
1998,"1Fam","BrkFace",495,"Gd","Y",2006,2006,"Gd",938,"Y",144,33,"20","RL","Norm","1Story",22,22
1999,"1Fam","None",0,"Gd","Y",1064,2125,"Gd",576,"Y",168,0,"60","RL","Norm","2Story",24,23
2000,"1Fam","BrkFace",466,"Gd","Y",1251,2501,"Gd",751,"Y",192,87,"60","RL","Norm","2Story",25,25
2001,"1Fam","BrkFace",320,"Gd","Y",1108,2197,"Gd",783,"Y",385,99,"60","RL","Norm","2Story",27,26
2002,"1Fam","BrkFace",128,"Gd","Y",1578,1578,"Gd",642,"Y",0,26,"20","RL","RRAn","1Story",14,14
2003,"1Fam","Stone",156,"Gd","Y",1341,1861,"Gd",851,"Y",144,60,"60","RL","Norm","2Story",13,13
2004,"1Fam","Stone",310,"Gd","Y",955,1874,"Gd",880,"Y",168,108,"60","RL","Norm","2Story",13,12
2005,"1Fam","None",0,"Gd","Y",1460,1460,"Gd",480,"Y",0,20,"20","RL","Feedr","1Story",14,13
2006,"1Fam","None",0,"Gd","Y",1372,1372,"Gd",588,"Y",192,113,"20","FV","Norm","1Story",13,12
2007,"1Fam","BrkFace",292,"Gd","Y",1660,1660,"Gd",660,"Y",133,120,"20","FV","Norm","1Story",13,13
2008,"1Fam","Stone",210,"Gd","Y",1218,1218,"Gd",462,"Y",168,168,"20","FV","Norm","1Story",13,12
2009,"1Fam","None",0,"Gd","Y",835,1696,"Gd",542,"Y",143,66,"60","RL","Norm","2Story",17,17
2010,"1Fam","BrkFace",95,"Gd","Y",835,1663,"Gd",478,"Y",168,68,"60","RL","Norm","2Story",17,16
2011,"1Fam","BrkFace",126,"TA","Y",1175,1175,"Gd",0,"Y",0,90,"20","RL","RRAe","1Story",15,14
2012,"1Fam","None",0,"Gd","Y",1162,1162,"Gd",483,"Y",0,32,"20","RL","Norm","1Story",13,13
2013,"1Fam","BrkFace",38,"Gd","Y",754,1609,"Gd",525,"Y",0,70,"60","RL","Norm","2Story",25,25
2014,"1Fam","BrkFace",120,"Gd","Y",886,1680,"Gd",474,"Y",144,96,"60","RL","Norm","2Story",27,26
2015,"1Fam","BrkFace",145,"Gd","Y",832,1657,"Gd",483,"Y",144,74,"60","RL","Norm","2Story",26,25
2016,"1Fam","None",0,"Gd","Y",827,1677,"Gd",627,"Y",0,68,"60","RL","Norm","2Story",19,19
2017,"1Fam","None",0,"Gd","Y",844,1737,"Gd",506,"Y",192,85,"60","RL","Norm","2Story",28,28
2018,"1Fam","None",0,"TA","Y",984,984,"TA",384,"Y",145,56,"20","RL","RRAe","1Story",57,57
2019,"1Fam","None",0,"TA","Y",864,864,"Gd",420,"Y",132,0,"20","RL","Feedr","1Story",59,13
2020,"2fmCon","None",0,"TA","N",890,890,"TA",308,"Y",0,0,"190","RL","RRAe","1Story",52,52
2021,"1Fam","None",0,"TA","Y",864,864,"TA",276,"Y",0,0,"20","RL","Norm","1Story",57,57
2022,"1Fam","BrkFace",144,"TA","Y",1430,1430,"TA",484,"Y",117,108,"20","RL","Norm","1Story",46,46
2023,"1Fam","None",0,"TA","Y",1001,1641,"TA",490,"Y",0,0,"50","RL","Feedr","1.5Fin",48,48
2024,"1Fam","BrkFace",304,"Gd","Y",1364,2683,"Gd",473,"Y",237,251,"60","RL","Norm","2Story",30,29
2025,"1Fam","BrkFace",568,"Gd","Y",1827,2786,"Gd",636,"Y",294,49,"60","RL","Norm","1.5Fin",27,26
2026,"TwnhsE","None",0,"Gd","Y",1245,1245,"Gd",495,"Y",0,100,"120","FV","Norm","1Story",16,15
2027,"TwnhsE","None",0,"Gd","Y",600,1200,"Gd",480,"Y",0,166,"160","FV","Norm","2Story",15,15
2028,"TwnhsE","None",0,"Gd","Y",703,1392,"Gd",540,"Y",0,102,"160","FV","Norm","2Story",13,13
2029,"Twnhs","Stone",216,"TA","Y",757,1549,"TA",440,"Y",0,32,"160","FV","Norm","2Story",21,21
2030,"TwnhsE","BrkFace",260,"Gd","Y",1638,1638,"Ex",495,"Y",230,68,"120","FV","Norm","1Story",20,20
2031,"TwnhsE","BrkFace",179,"Gd","Y",1310,1310,"Gd",545,"Y",277,45,"120","FV","Norm","1Story",19,19
2032,"TwnhsE","None",0,"Gd","Y",1419,1419,"Ex",588,"Y",155,58,"120","FV","Norm","1Story",19,19
2033,"TwnhsE","BrkFace",260,"Gd","Y",1557,1557,"Ex",484,"Y",124,113,"120","FV","Norm","1Story",21,20
2034,"Twnhs","BrkFace",216,"Gd","Y",684,1404,"Gd",462,"Y",20,0,"160","FV","Norm","SLvl",21,20
2035,"1Fam","BrkFace",513,"TA","Y",872,1789,"TA",546,"Y",0,0,"60","FV","Norm","2Story",19,19
2036,"Twnhs","BrkFace",466,"Gd","Y",962,1586,"Gd",480,"Y",169,0,"160","FV","Norm","2Story",21,21
2037,"Twnhs","BrkFace",456,"Gd","Y",962,1607,"Gd",480,"Y",169,0,"160","FV","Norm","2Story",21,20
2038,"TwnhsE","None",0,"Ex","Y",1469,2393,"Ex",846,"Y",0,90,"160","FV","Norm","2Story",22,21
2039,"TwnhsE","None",0,"Gd","Y",1239,1239,"Gd",477,"Y",172,24,"120","RL","Norm","1Story",25,25
2040,"1Fam","BrkFace",1050,"Gd","Y",1599,2944,"Gd",864,"Y",140,70,"60","RL","Norm","2Story",43,43
2041,"1Fam","None",0,"Ex","Y",1671,1671,"Ex",550,"Y",280,90,"20","RL","Norm","1Story",44,13
2042,"1Fam","None",0,"Gd","Y",952,1812,"TA",469,"Y",144,112,"60","FV","Norm","2Story",18,18
2043,"1Fam","None",0,"TA","Y",1427,1427,"TA",516,"Y",0,0,"80","RL","Norm","SLvl",51,51
2044,"1Fam","None",0,"TA","Y",1740,1740,"TA",512,"Y",25,0,"20","RL","Norm","1Story",52,52
2045,"1Fam","None",0,"TA","Y",1620,1620,"Gd",578,"Y",0,62,"20","RL","Norm","1Story",53,53
2046,"Duplex","None",0,"TA","Y",1625,1625,"TA",484,"Y",0,0,"90","RL","RRAn","1Story",55,55
2047,"1Fam","None",0,"TA","Y",732,1464,"TA",470,"Y",0,40,"60","RL","Feedr","2Story",52,52
2048,"1Fam","None",0,"Gd","Y",925,925,"TA",576,"Y",233,0,"20","RL","Norm","1Story",55,15
2049,"Duplex","None",0,"TA","Y",1728,1728,"TA",576,"Y",0,0,"90","RL","Norm","1Story",55,55
2050,"1Fam","None",0,"TA","Y",845,1670,"TA",464,"Y",0,0,"60","RL","Norm","2Story",49,49
2051,"1Fam","None",0,"TA","Y",1014,1014,"TA",267,"Y",0,0,"20","RL","Norm","1Story",64,64
2052,"1Fam","None",0,"TA","Y",1114,1114,"TA",451,"Y",0,0,"20","RL","Norm","1Story",59,59
2053,"1Fam","None",0,"TA","Y",1118,1118,"Gd",264,"Y",290,0,"20","RL","Norm","1Story",60,20
2054,"1Fam","None",0,"TA","Y",453,906,"TA",231,"Y",0,0,"70","RL","RRAn","2Story",83,70
2055,"1Fam","BrkFace",203,"Fa","Y",1496,1496,"Gd",450,"Y",0,22,"20","RL","Norm","1Story",60,60
2056,"1Fam","None",0,"TA","Y",1337,1337,"Gd",264,"Y",0,192,"20","RL","Norm","1Story",70,14
2057,"1Fam","BrkFace",88,"TA","Y",1036,1036,"TA",312,"Y",120,24,"20","RL","Artery","1Story",67,67
2058,"1Fam","BrkFace",410,"Gd","Y",1104,1988,"Gd",480,"Y",0,230,"60","RL","Norm","2Story",54,21
2059,"1Fam","BrkFace",143,"TA","Y",1176,1176,"TA",292,"Y",0,88,"20","RL","Norm","1Story",63,63
2060,"1Fam","None",0,"TA","Y",1440,1440,"Gd",480,"Y",150,0,"20","RL","Norm","1Story",61,22
2061,"1Fam","BrkFace",187,"TA","Y",1570,1570,"TA",441,"Y",490,0,"20","RL","Feedr","1Story",62,62
2062,"1Fam","None",0,"TA","Y",1104,1104,"TA",384,"Y",0,0,"20","RL","Norm","1Story",64,62
2063,"1Fam","Stone",52,"TA","Y",882,882,"Gd",240,"Y",0,0,"20","RL","Norm","1Story",68,68
2064,"1Fam","BrkFace",84,"TA","Y",1152,1152,"TA",636,"Y",0,0,"20","RL","Norm","1Story",67,67
2065,"1Fam","None",0,"TA","N",950,950,"TA",400,"Y",0,32,"20","RL","Norm","1Story",67,67
2066,"1Fam","BrkFace",360,"TA","Y",1790,1790,"TA",540,"Y",0,40,"20","RL","Norm","1Story",63,63
2067,"1Fam","None",0,"TA","Y",1764,1764,"TA",301,"Y",0,72,"20","RL","Norm","1Story",63,38
2068,"Duplex","None",0,"TA","Y",1824,1824,"TA",484,"Y",0,0,"90","RL","Norm","1Story",63,63
2069,"1Fam","None",0,"TA","N",869,869,"TA",390,"N",0,0,"20","RL","Norm","1Story",72,70
2070,"1Fam","None",0,"TA","Y",747,1159,"TA",288,"N",84,0,"50","RL","Norm","1.5Fin",95,70
2071,"1Fam","None",0,"Gd","Y",672,672,"TA",308,"N",88,108,"30","RL","Norm","1Story",80,15
2072,"1Fam","None",0,"TA","Y",1254,1436,"TA",1488,"N",0,0,"50","RL","Norm","1.5Fin",98,70
2073,"1Fam","None",0,"TA","Y",1044,1044,"TA",372,"Y",200,48,"20","RL","Feedr","1Story",52,52
2074,"1Fam","BrkFace",125,"TA","Y",1312,1312,"TA",495,"Y",0,304,"20","RL","Norm","1Story",62,19
2075,"1Fam","BrkFace",276,"TA","Y",1081,1081,"TA",401,"Y",36,82,"20","RL","Norm","1Story",60,27
2076,"1Fam","None",0,"TA","Y",876,876,"TA",576,"Y",0,0,"20","RL","Norm","1Story",69,69
2077,"1Fam","None",0,"TA","Y",1256,1256,"Gd",311,"Y",0,240,"20","RL","Norm","1Story",61,61
2078,"1Fam","None",0,"TA","Y",1027,1027,"TA",299,"Y",0,0,"20","RL","Norm","1Story",58,58
2079,"1Fam","None",0,"TA","Y",819,1320,"TA",576,"Y",108,0,"50","RL","Artery","1.5Fin",72,70
2080,"1Fam","None",0,"TA","Y",984,984,"TA",280,"Y",0,0,"OTHERS","RL","Feedr","1.5Unf",66,66
2081,"1Fam","None",0,"TA","Y",854,1278,"TA",240,"Y",0,0,"50","RL","Norm","1.5Fin",66,66
2082,"Duplex","None",0,"TA","N",1800,1800,"TA",0,"N",0,0,"90","RL","Artery","1Story",59,59
2083,"1Fam","None",0,"TA","Y",1024,1588,"TA",480,"Y",0,0,"50","RL","Norm","1.5Fin",65,53
2084,"1Fam","None",0,"TA","Y",825,825,"TA",350,"Y",0,0,"20","RL","Norm","1Story",66,66
2085,"1Fam","None",0,"TA","Y",1117,1117,"TA",264,"Y",0,0,"20","RL","PosN","1Story",57,57
2086,"1Fam","None",0,"TA","N",1133,1133,"TA",308,"Y",0,175,"20","RM","Artery","1Story",12,12
2087,"1Fam","None",0,"TA","Y",948,1323,"TA",400,"Y",0,0,"50","RM","Artery","1.5Fin",72,15
2088,"1Fam","None",0,"TA","N",680,1360,"TA",330,"Y",192,50,"70","RM","Norm","2Story",110,17
2089,"1Fam","None",0,"TA","Y",672,672,"TA",256,"Y",0,0,"30","RM","Norm","1Story",80,70
2090,"1Fam","None",0,"Gd","Y",728,1456,"Gd",308,"N",0,0,"OTHERS","RM","Norm","2.5Unf",105,15
2091,"2fmCon","None",0,"TA","Y",828,1594,"TA",0,"N",0,172,"190","RM","Norm","1.5Fin",110,24
2092,"1Fam","None",0,"TA","Y",1095,1656,"TA",440,"Y",187,0,"50","RM","Norm","1.5Fin",80,35
2093,"1Fam","None",0,"Fa","N",960,1740,"Ex",225,"N",0,0,"50","RM","Artery","1.5Fin",100,70
2094,"1Fam","None",0,"Gd","Y",1027,1027,"Gd",0,"N",0,28,"30","RM","Norm","1Story",100,14
2095,"2fmCon","None",0,"TA","Y",884,1436,"TA",828,"Y",0,0,"190","RM","Norm","1.5Fin",80,70
2096,"1Fam","None",0,"TA","N",899,899,"TA",200,"P",0,0,"30","RM","Norm","1Story",110,70
2097,"1Fam","None",0,"TA","Y",684,1080,"Gd",0,"N",0,165,"50","RM","Norm","1.5Fin",130,24
2098,"1Fam","None",0,"TA","Y",904,1499,"TA",869,"Y",0,20,"50","RM","Norm","1.5Fin",74,70
2099,"1Fam","None",0,"TA","N",407,407,"TA",297,"Y",76,0,"20","RM","Norm","1Story",74,70
2100,"1Fam","None",0,"TA","Y",1588,1588,"TA",0,"N",0,0,"20","RM","Norm","1Story",71,28
2101,"2fmCon","None",0,"TA","N",830,1627,"TA",420,"N",192,0,"190","RM","Norm","2Story",120,14
2102,"1Fam","None",0,"TA","Y",730,1450,"TA",288,"Y",0,192,"OTHERS","RM","Artery","2Story",100,55
2103,"1Fam","None",0,"TA","Y",709,1017,"TA",308,"N",0,0,"50","RM","Norm","1.5Fin",120,17
2104,"2fmCon","None",0,"TA","Y",1377,2350,"TA",393,"Y",0,0,"190","RM","Norm","2Story",100,60
2105,"1Fam","None",0,"Gd","Y",884,1540,"Gd",0,"N",240,77,"70","RM","Norm","2Story",115,15
2106,"1Fam","None",0,"Fa","N",723,1086,"TA",400,"N",0,24,"70","RM","Norm","2Story",100,70
2107,"1Fam","None",0,"TA","Y",1313,2495,"TA",342,"Y",0,299,"70","RM","Norm","2Story",130,21
2108,"1Fam","BrkFace",164,"TA","Y",984,984,"Fa",308,"N",0,0,"20","RM","Norm","1Story",61,61
2109,"1Fam","None",0,"TA","Y",1093,1093,"TA",308,"Y",0,0,"20","RM","Norm","1Story",62,14
2110,"1Fam","None",0,"Gd","Y",1143,1143,"TA",288,"Y",265,0,"30","RL","Norm","1Story",92,37
2111,"1Fam","None",0,"TA","Y",1195,1668,"Gd",252,"Y",210,0,"50","RM","RRAn","1.5Fin",75,70
2112,"1Fam","None",0,"TA","Y",1144,1738,"TA",240,"P",0,30,"50","RL","Norm","1.5Fin",85,70
2113,"1Fam","None",0,"TA","Y",832,1210,"Gd",240,"P",0,0,"50","RM","Feedr","1.5Fin",79,14
2114,"1Fam","None",0,"TA","Y",736,1290,"TA",200,"Y",38,112,"70","RM","Feedr","2Story",120,20
2115,"1Fam","None",0,"TA","Y",1014,1672,"Gd",240,"Y",0,11,"50","RM","Norm","1.5Fin",80,31
2116,"1Fam","None",0,"TA","Y",949,949,"TA",370,"Y",0,0,"30","RM","Norm","1Story",96,17
2117,"1Fam","None",0,"TA","Y",825,1497,"TA",672,"Y",272,0,"50","RM","Norm","1.5Fin",83,20
2118,"1Fam","None",0,"TA","Y",874,1342,"TA",240,"Y",0,0,"50","RM","Norm","1.5Fin",81,70
2119,"1Fam","None",0,"TA","Y",1013,1013,"TA",160,"Y",0,0,"OTHERS","RM","Norm","1.5Unf",94,70
2120,"1Fam","None",0,"TA","Y",565,1216,"TA",355,"Y",0,0,"50","RM","Feedr","1.5Fin",100,23
2121,"1Fam","None",0,"TA","Y",896,896,"TA",280,"Y",0,0,"20","RM","Feedr","1Story",74,70
2122,"1Fam","None",0,"TA","Y",624,1136,"TA",336,"Y",0,365,"50","RM","Norm","1.5Fin",91,70
2123,"1Fam","None",0,"TA","N",808,808,"TA",164,"P",0,48,"30","RM","Norm","1Story",75,25
2124,"1Fam","None",0,"TA","Y",1245,2009,"TA",400,"Y",0,20,"50","RM","Norm","1.5Fin",81,70
2125,"1Fam","None",0,"TA","Y",1226,1902,"TA",576,"Y",0,139,"70","RM","Artery","2Story",97,70
2126,"1Fam","None",0,"TA","Y",1170,1716,"Gd",672,"Y",0,195,"50","RL","Norm","1.5Fin",105,16
2127,"2fmCon","None",0,"TA","Y",1242,1984,"TA",360,"Y",64,0,"60","RM","Norm","2.5Unf",110,37
2128,"1Fam","None",0,"Gd","Y",825,1609,"TA",228,"N",0,182,"50","RM","Norm","1.5Fin",110,70
2129,"1Fam","None",0,"Gd","Y",768,768,"TA",440,"N",0,0,"30","RM","RRNe","1Story",90,70
2130,"1Fam","None",0,"TA","Y",768,1536,"TA",308,"Y",0,216,"70","RM","Norm","2Story",68,68
2131,"1Fam","None",0,"TA","Y",1272,1969,"TA",400,"Y",0,34,"50","RM","Norm","1.5Fin",82,62
2132,"1Fam","None",0,"TA","Y",880,1308,"TA",400,"Y",0,0,"50","RM","Norm","1.5Fin",105,42
2133,"1Fam","None",0,"TA","Y",1040,1040,"TA",320,"Y",0,132,"30","RM","Norm","1Story",95,28
2134,"1Fam","None",0,"TA","Y",788,1236,"TA",384,"Y",0,0,"50","RM","Norm","1.5Fin",95,70
2135,"1Fam","None",0,"TA","Y",759,759,"TA",576,"N",40,0,"30","RM","RRNe","1Story",108,29
2136,"2fmCon","None",0,"Fa","N",808,1344,"TA",0,"N",42,0,"190","RM","Norm","2Story",105,70
2137,"1Fam","None",0,"Gd","N",1054,1054,"TA",240,"Y",0,60,"20","RL","Feedr","1Story",73,27
2138,"1Fam","None",0,"TA","Y",1075,1075,"Gd",440,"Y",64,0,"OTHERS","RL","Feedr","SFoyer",57,57
2139,"1Fam","BrkFace",39,"TA","Y",1096,1096,"TA",484,"Y",168,0,"80","RL","Norm","SLvl",42,42
2140,"1Fam","None",0,"TA","Y",992,992,"Gd",294,"Y",204,0,"20","RL","Norm","1Story",53,15
2141,"1Fam","BrkCmn",40,"TA","Y",1034,1034,"TA",504,"Y",311,0,"OTHERS","RL","Norm","SFoyer",42,42
2142,"1Fam","BrkFace",340,"TA","Y",1073,1073,"TA",270,"Y",0,90,"20","RL","Norm","1Story",53,53
2143,"1Fam","None",0,"TA","Y",1126,1126,"TA",506,"Y",178,0,"OTHERS","RL","Norm","SFoyer",36,36
