"Id","BldgType","MasVnrType_clean","MasVnrArea_clean_scale","ExterQual","CentralAir","1stFlrSF_scale","GrLivArea_scale","KitchenQual_clean","GarageArea_clean_scale","PavedDrive","WoodDeckSF_scale","OpenPorchSF_scale","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad_scale","reforma_scale"
2112,"1Fam","None",-0.561396796481775,"TA","Y",-0.0314808859316206,0.518887292244082,"TA",-1.06956305441475,"P",-0.72938168744377,-0.265868455689752,"50","RL","Norm","1.5Fin",1.19637033739256,1.59309223379629
2113,"1Fam","None",-0.561396796481775,"TA","Y",-0.815074013838504,-0.568503284372448,"Gd",-1.06956305441475,"P",-0.72938168744377,-0.701387254549797,"50","RM","Feedr","1.5Fin",0.998937431357524,-1.05710949829827
2114,"1Fam","None",-0.561396796481775,"TA","Y",-1.05617959165601,-0.403747136400247,"TA",-1.25361758062582,"Y",-0.431913800291473,0.924549594527707,"70","RM","Feedr","2Story",2.3480622892636,-0.773159312716706
2115,"1Fam","None",-0.561396796481775,"TA","Y",-0.357978022559489,0.382963470167016,"Gd",-1.06956305441475,"Y",-0.72938168744377,-0.541697028301114,"50","RM","Norm","1.5Fin",1.0318429156967,-0.252583972483848
2116,"1Fam","None",-0.561396796481775,"TA","Y",-0.521226590873422,-1.10602021713176,"TA",-0.471385844228761,"Y",-0.72938168744377,-0.701387254549797,"30","RM","Norm","1Story",1.55833066512346,-0.915134405507486
2117,"1Fam","None",-0.561396796481775,"TA","Y",-0.832654628887697,0.0225593964778248,"TA",0.918225828664843,"Y",1.39986213638319,-0.701387254549797,"50","RM","Norm","1.5Fin",1.13055936871421,-0.773159312716706
2118,"1Fam","None",-0.561396796481775,"TA","Y",-0.709590323543346,-0.296655640218316,"TA",-1.06956305441475,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.06474840003587,1.59309223379629
2119,"1Fam","None",-0.561396796481775,"TA","Y",-0.360489538995088,-0.974215298753994,"TA",-1.4376721068369,"Y",-0.72938168744377,-0.701387254549797,"OTHERS","RM","Norm","1.5Unf",1.49251969644511,1.59309223379629
2120,"1Fam","None",-0.561396796481775,"TA","Y",-1.48564890214343,-0.556146573274533,"TA",-0.540406291557914,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Feedr","1.5Fin",1.68995260248015,-0.631184219925927
2121,"1Fam","None",-0.561396796481775,"TA","Y",-0.654336961960169,-1.21517116516334,"TA",-0.885508528203677,"Y",-0.72938168744377,-0.701387254549797,"20","RM","Feedr","1Story",0.834410009661662,1.59309223379629
2122,"1Fam","None",-0.561396796481775,"TA","Y",-1.33746943244309,-0.720902721246734,"TA",-0.627832191508174,"Y",-0.72938168744377,4.59742479824743,"50","RM","Norm","1.5Fin",1.39380324342759,1.59309223379629
2123,"1Fam","None",-0.561396796481775,"TA","N",-0.875350408292879,-1.39640292793276,"TA",-1.41926665421579,"P",-0.72938168744377,-0.00455717637372405,"30","RM","Norm","1Story",0.867315494000834,-0.536534158065407
2124,"1Fam","None",-0.561396796481775,"TA","Y",0.222182274063877,1.07699874349991,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.4110413886431,"50","RM","Norm","1.5Fin",1.06474840003587,1.59309223379629
2125,"1Fam","None",-0.561396796481775,"TA","Y",0.174463461787496,0.856637395587095,"TA",0.476494965758267,"Y",-0.72938168744377,1.31651651350175,"70","RM","Artery","2Story",1.59123614946263,1.59309223379629
2126,"1Fam","None",-0.561396796481775,"TA","Y",0.033818541393953,0.473579351551726,"Gd",0.918225828664843,"Y",-0.72938168744377,2.1294849380405,"50","RL","Norm","1.5Fin",1.85448002417601,-0.962459436437746
2127,"2fmCon","None",-0.561396796481775,"TA","Y",0.21464772475708,1.0255124472586,"TA",-0.51739947578153,"Y",-0.228383140660955,-0.701387254549797,"60","RM","Norm","2.5Unf",2.01900744587187,0.0313662130977115
2128,"1Fam","None",-0.561396796481775,"Gd","Y",-0.832654628887697,0.253218003638907,"TA",-1.12477941227807,"N",-0.72938168744377,1.94076012520115,"50","RM","Norm","1.5Fin",2.01900744587187,1.59309223379629
2129,"1Fam","None",-0.561396796481775,"Gd","Y",-0.975811065716839,-1.47878100191886,"TA",-0.149290423359383,"N",-0.72938168744377,-0.701387254549797,"30","RM","RRNe","1Story",1.36089775908842,1.59309223379629
2130,"1Fam","None",-0.561396796481775,"TA","Y",-0.975811065716839,0.102878018614273,"TA",-0.756670359855925,"Y",-0.72938168744377,2.43434809724253,"70","RM","Norm","2Story",0.636977103626627,1.49844217193577
2131,"1Fam","None",-0.561396796481775,"TA","Y",0.289993217825049,0.994620669513814,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.207799282508412,"50","RM","Norm","1.5Fin",1.09765388437504,1.21449198635421
2132,"1Fam","None",-0.561396796481775,"TA","Y",-0.694521224929752,-0.366677003106501,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.85448002417601,0.267991367749011
2133,"1Fam","None",-0.561396796481775,"TA","Y",-0.292678595233915,-0.918610098813376,"TA",-0.701454001992603,"Y",-0.72938168744377,1.2148954604344,"30","RM","Norm","1Story",1.52542518078428,-0.394559065274627
2134,"1Fam","None",-0.561396796481775,"TA","Y",-0.925580737004859,-0.514957536281483,"TA",-0.406966760054886,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.52542518078428,1.59309223379629
2135,"1Fam","None",-0.561396796481775,"TA","Y",-0.99841471363723,-1.49731606856573,"TA",0.476494965758267,"N",-0.41625759570451,-0.701387254549797,"30","RM","RRNe","1Story",1.95319647719353,-0.347234034344367
2136,"2fmCon","None",-0.561396796481775,"Fa","N",-0.875350408292879,-0.292536736519011,"TA",-2.17389021168119,"N",-0.400601391117548,-0.701387254549797,"190","RM","Norm","2Story",1.85448002417601,1.59309223379629
2137,"1Fam","None",-0.561396796481775,"Gd","N",-0.257517365135529,-0.889777772918241,"TA",-1.06956305441475,"Y",-0.72938168744377,0.169650343170294,"20","RL","Feedr","1Story",0.801504525322489,-0.441884096204887
2138,"1Fam","None",-0.561396796481775,"TA","Y",-0.20477551998795,-0.846529284075538,"Gd",-0.149290423359383,"Y",-0.228383140660955,-0.701387254549797,"OTHERS","RL","Feedr","SFoyer",0.275016775895729,0.977866831702909
2139,"1Fam","BrkFace",-0.341001880539941,"TA","Y",-0.152033674840372,-0.803280795232835,"TA",0.053169555472798,"Y",0.58573949786112,-0.701387254549797,"80","RL","Norm","SLvl",-0.218565489191858,0.267991367749011
2140,"1Fam","None",-0.561396796481775,"TA","Y",-0.413231384142666,-1.0174637875967,"Gd",-0.821089444029801,"Y",0.867551180426454,-0.701387254549797,"20","RL","Norm","1Story",0.143394838539039,-1.00978446736801
2141,"1Fam","BrkCmn",-0.335350728849124,"TA","Y",-0.307747693847509,-0.930966809911291,"TA",0.145196818578335,"Y",1.70515812582897,-0.701387254549797,"OTHERS","RL","Norm","SFoyer",-0.218565489191858,0.267991367749011
2142,"1Fam","BrkFace",1.35999477839576,"TA","Y",-0.209798552859148,-0.850648187774843,"TA",-0.931522159756445,"Y",-0.72938168744377,0.60516914203034,"20","RL","Norm","1Story",0.143394838539039,0.788566707981869
2143,"1Fam","None",-0.561396796481775,"TA","Y",-0.0766881817724023,-0.74149723974326,"TA",0.154399544888888,"Y",0.664020520795935,-0.701387254549797,"OTHERS","RL","Norm","SFoyer",-0.415998395226893,-0.0159588178325483
2144,"2fmCon","None",-0.561396796481775,"TA","Y",-0.0415269516740165,-0.712664913848124,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.701387254549797,"190","RL","Feedr","1Story",1.68995260248015,1.59309223379629
2145,"1Fam","None",-0.561396796481775,"TA","Y",-0.493599910081834,-1.08336624678558,"Gd",-0.79348126509814,"Y",0.58573949786112,-0.701387254549797,"20","RL","Feedr","1Story",0.275016775895729,-0.915134405507486
2146,"1Fam","None",-0.561396796481775,"TA","Y",0.0790258372347347,-0.613811225064804,"TA",0.683556307745725,"Y",0.0690847464913417,0.590651848735005,"20","RL","PosA","1Story",0.505355166269937,1.30914204821473
2147,"1Fam","Stone",0.992669918492698,"TA","Y",1.41766409740899,0.483876610799989,"TA",0.706563123522109,"Y",-0.337976572769696,0.518065382258331,"190","RL","Norm","1Story",0.373733228913247,1.11984192449369
2148,"1Fam","None",-0.561396796481775,"TA","Y",-0.734705487899336,-0.280180025421095,"Gd",0.711164486677386,"N",-0.72938168744377,-0.701387254549797,"50","RL","Norm","1.5Fin",0.998937431357524,0.50461652240031
2149,"1Fam","None",-0.561396796481775,"TA","Y",-0.634244830475377,-1.19869555036612,"Gd",2.02255298593128,"Y",0.390036940524083,-0.701387254549797,"80","RL","Norm","SLvl",0.044678385521522,0.64659161519109
2150,"1Fam","None",-0.561396796481775,"TA","Y",0.922895359595993,0.0781645964184428,"TA",0.025561376541137,"Y",0.366552633643638,-0.701387254549797,"20","RL","Norm","1Story",-0.25147097353103,0.220666336818751
2151,"1Fam","None",-0.561396796481775,"TA","Y",-1.35505004749229,-0.838291476676928,"TA",-1.02815078601726,"Y",0.327412122176231,-0.701387254549797,"50","RL","Norm","1.5Fin",0.768599040983317,1.59309223379629
2152,"1Fam","None",-0.561396796481775,"TA","Y",0.9078262609824,0.0658078853205277,"Fa",-2.17389021168119,"Y",-0.72938168744377,-0.135212816031738,"30","RL","Norm","1Story",1.0318429156967,-1.10443452922853
2153,"1Fam","None",-0.561396796481775,"TA","Y",0.885222613062009,0.047272818673655,"Gd",-0.692251275682049,"Y",0.507458474926305,-0.701387254549797,"20","RL","Norm","1Story",0.505355166269937,1.30914204821473
2154,"Duplex","None",-0.561396796481775,"TA","N",-0.734705487899336,-1.28107362435222,"TA",-2.17389021168119,"Y",-0.72938168744377,-0.701387254549797,"90","RL","Norm","SFoyer",-0.11984903617434,0.40996646053979
2155,"1Fam","BrkCmn",0.659251968734539,"Gd","Y",-1.34500398174989,-0.44699562524295,"TA",-0.885508528203677,"Y",-0.72938168744377,2.72469396314923,"60","RL","Norm","2Story",0.307922260234902,-0.820484343646966
2156,"1Fam","BrkFace",0.512322024773316,"Gd","Y",-0.159568224147169,2.73485748247019,"Gd",0.651346765658787,"Y",-0.353632777356659,-0.236833869099082,"60","RL","Norm","2Story",-0.77795872295779,-0.867809374577226
2157,"1Fam","BrkFace",0.857042277913108,"Gd","Y",1.17907003602709,0.288228685083,"Gd",0.28323771323664,"Y",2.58973368499238,-0.120695522736403,"20","RL","Norm","1Story",-0.745053238618618,-0.489209127135147
2158,"1Fam","None",-0.561396796481775,"Gd","Y",-0.139476092662377,1.47035404678355,"Gd",-0.0894727023407839,"Y",0.58573949786112,0.721307488393019,"60","RL","Norm","2Story",-0.712147754279445,-0.489209127135147
2159,"1Fam","None",-0.561396796481775,"Gd","Y",0.365338710893019,1.13466339529019,"Gd",-0.00204680239052404,"Y",0.0534285419043788,-0.222316575803747,"80","RL","Norm","SLvl",-0.810864207296963,-0.583859188995667
2160,"1Fam","None",-0.561396796481775,"Gd","Y",-1.3274233667007,-0.26782331432318,"Gd",0.053169555472798,"Y",0.0534285419043788,-0.352972215461761,"60","RL","Norm","2Story",-1.17282453502786,-1.10443452922853
2161,"1Fam","Stone",0.320182867285563,"Gd","Y",1.1514433552355,0.265574714736822,"Gd",1.801687554478,"Y",0.58573949786112,-0.265868455689752,"20","RL","Norm","1Story",-1.17282453502786,-1.10443452922853
2162,"1Fam","Stone",2.56934124023044,"Gd","Y",2.81155571916643,1.62687238735714,"Ex",4.02874732163198,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",-1.20573001936703,-1.15175956015879
2163,"1Fam","Stone",1.71036618322636,"Ex","Y",1.53068233701095,0.576551944034352,"Ex",1.84770118603076,"Y",0.961488407948231,-0.178764695917742,"20","RL","PosN","1Story",-1.20573001936703,-1.15175956015879
2164,"1Fam","BrkFace",1.14525101414474,"Gd","Y",0.890245645933207,0.05139172237296,"Gd",1.55781530724832,"Y",0.58573949786112,-0.0916609361457332,"80","RL","Norm","SLvl",-0.77795872295779,-0.536534158065407
2165,"1Fam","None",-0.561396796481775,"TA","Y",1.22176581543227,0.323239366527093,"TA",-0.158493149669936,"Y",1.92434499004645,-0.701387254549797,"20","RL","Norm","1Story",0.176300322878212,0.835891738912129
2166,"1Fam","None",-0.561396796481775,"TA","Y",-0.418254417013864,-1.021582691296,"TA",0.255629534304979,"Y",0.58573949786112,-0.701387254549797,"20","RL","Norm","1Story",-0.745053238618618,-0.489209127135147
2167,"1Fam","BrkFace",0.286275957140665,"TA","Y",0.656674617422501,-0.140137299644724,"Gd",0.393670428963284,"Y",0.898863589600379,0.895515007937037,"20","RL","Norm","1Story",-0.843769691636135,-0.678509250856187
2168,"1Fam","BrkFace",0.161950619942707,"TA","Y",-0.714613356414544,0.586849203282615,"Gd",0.586927681484911,"Y",-0.72938168744377,0.692272901802349,"60","RL","PosN","2Story",-0.843769691636135,-0.631184219925927
2169,"1Fam","BrkFace",0.116741406416177,"Gd","Y",-0.940649835618453,0.341774433173965,"Gd",0.274034986926086,"Y",-0.72938168744377,0.314823276123643,"60","RL","Norm","2Story",-0.942486144653653,-0.773159312716706
2170,"1Fam","None",-0.561396796481775,"Gd","Y",-0.573968436021001,0.693940699464546,"Gd",0.706563123522109,"Y",0.773613952904676,-0.178764695917742,"60","RL","Norm","2Story",-0.942486144653653,-0.820484343646966
2171,"1Fam","BrkFace",0.455810507865153,"TA","Y",0.0438646071363489,-0.642643550959939,"TA",0.255629534304979,"Y",0.922347896480824,-0.701387254549797,"20","RL","Norm","1Story",-0.218565489191858,0.267991367749011
2172,"1Fam","BrkFace",0.433205901101888,"TA","Y",-0.202264003552352,-0.844469832225886,"TA",0.476494965758267,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",-0.11984903617434,0.40996646053979
2173,"1Fam","None",-0.561396796481775,"TA","Y",1.00828691840636,0.148185959306628,"TA",-0.149290423359383,"Y",0.366552633643638,-0.701387254549797,"20","RL","Norm","1Story",-0.11984903617434,-0.820484343646966
2174,"1Fam","BrkFace",0.721414637333518,"Gd","Y",0.335200513665831,1.3900354246471,"Gd",0.448886786826606,"Y",-0.72938168744377,0.518065382258331,"60","RL","Norm","2Story",-0.975391628992825,-0.820484343646966
2175,"1Fam","BrkFace",0.195857530087605,"Gd","Y",0.526075762771354,0.949312728821458,"Gd",1.16209807589452,"Y",0.58573949786112,0.982618767709046,"60","RL","Norm","2Story",-0.975391628992825,-0.867809374577226
2176,"1Fam","BrkFace",0.794879609314129,"Gd","Y",1.58091266572293,0.617740981027403,"Gd",1.11608444434175,"Y",0.695332929969861,-0.193281989213077,"20","RL","Norm","1Story",-1.008297113332,-0.915134405507486
2177,"1Fam","None",-0.561396796481775,"Gd","Y",-0.0691536324656053,1.73190443168942,"Gd",0.568522228863804,"Y",-0.72938168744377,0.12609846328429,"60","RL","Norm","2Story",-1.04120259767117,-0.915134405507486
2178,"1Fam","BrkFace",0.523624328154948,"Gd","Y",-0.679452126316159,0.572433040335047,"Gd",0.402873155273838,"Y",0.209990587774009,-0.280385748985086,"60","RL","Norm","2Story",-0.90958066031448,-0.773159312716706
2179,"TwnhsE","BrkFace",0.59708930013556,"Gd","Y",-0.77488975086892,-1.31402485394666,"Gd",-0.24131768646492,"Y",0.366552633643638,-0.701387254549797,"120","RM","Norm","1Story",-1.07410808201034,-0.962459436437746
2180,"Duplex","None",-0.561396796481775,"TA","Y",1.71151152037407,0.724832477209334,"TA",1.14369262327341,"Y",0.523114679513268,0.271271396237638,"90","RM","Norm","SFoyer",-0.843769691636135,-0.678509250856187
2181,"1Fam","Stone",-0.278839211940962,"Gd","Y",0.724485561183674,-0.0845320997041062,"Gd",-0.0112495287010777,"Y",-0.72938168744377,-0.193281989213077,"20","RL","Norm","1Story",-1.07410808201034,-0.962459436437746
2182,"1Fam","Stone",0.636647361971274,"Gd","Y",1.02335601701995,0.160542670404544,"Gd",1.57161939671415,"Y",-0.72938168744377,-0.352972215461761,"20","RL","Norm","1Story",-1.17282453502786,-1.10443452922853
2183,"1Fam","None",-0.561396796481775,"Gd","Y",0.513518180593359,-0.257526055074918,"Gd",0.632941313037679,"Y",-0.72938168744377,0.0244774102169457,"20","RL","Norm","1Story",-1.17282453502786,-1.10443452922853
2184,"1Fam","None",-0.561396796481775,"TA","Y",-0.162079740582768,-0.811518602631445,"TA",-0.959130338688106,"Y",1.29809680656794,-0.701387254549797,"20","RL","Norm","1Story",0.176300322878212,0.835891738912129
2185,"1Fam","BrkFace",0.693158878879436,"TA","Y",-0.310259210283108,-0.933026261760944,"TA",0.145196818578335,"Y",1.02411322629608,-0.701387254549797,"OTHERS","RL","Norm","SFoyer",-0.152754520513513,0.362641429609531
2186,"1Fam","BrkFace",-0.0867000544532086,"TA","Y",-0.0741766653368033,-0.739437787893607,"TA",0.0347641028516906,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",-0.152754520513513,0.362641429609531
2187,"1Fam","None",-0.561396796481775,"TA","Y",-0.0992918296927932,-0.760032306390132,"TA",0.320048618478854,"Y",1.55642418225282,-0.701387254549797,"80","RL","Norm","SLvl",-0.185660004852685,0.315316398679271
2188,"1Fam","None",-0.561396796481775,"TA","Y",-1.18677844630715,-0.181326336637775,"TA",-0.149290423359383,"Y",-0.72938168744377,-0.701387254549797,"60","RL","Norm","2Story",-0.152754520513513,-0.820484343646966
2189,"1Fam","None",-0.561396796481775,"TA","Y",6.68933709573126,4.80666604322063,"Ex",0.697360397211555,"Y",-0.72938168744377,4.69904585131477,"20","RL","Norm","1Story",0.406638713252419,-0.583859188995667
2190,"Duplex","None",-0.561396796481775,"TA","N",-0.0113887544468287,-0.687951491652294,"TA",-2.17389021168119,"N",-0.72938168744377,-0.701387254549797,"90","RL","Norm","1Story",0.538260650609109,1.35646707914499
2191,"Duplex","BrkCmn",-0.233629998414431,"TA","N",-0.0113887544468287,-0.687951491652294,"TA",-2.17389021168119,"N",-0.72938168744377,-0.701387254549797,"90","RL","Norm","1Story",0.538260650609109,1.35646707914499
2192,"2fmCon","None",-0.561396796481775,"TA","N",-0.935626802747255,-1.44582977232442,"TA",-2.17389021168119,"Y",0.147365769426157,-0.701387254549797,"190","RL","Norm","1Story",0.538260650609109,1.35646707914499
2193,"1Fam","None",-0.561396796481775,"TA","Y",-1.43541857343145,-0.891837224767894,"Ex",-2.17389021168119,"N",-0.400601391117548,-0.701387254549797,"50","RL","Norm","1.5Fin",1.09765388437504,-1.10443452922853
2194,"1Fam","None",-0.561396796481775,"TA","Y",-0.571456919585402,-0.718843269397082,"TA",-2.17389021168119,"Y",-0.72938168744377,-0.701387254549797,"50","RL","Norm","1.5Fin",0.801504525322489,-0.441884096204887
2195,"1Fam","Stone",0.0884856479620957,"TA","Y",-0.568945403149803,-1.14514980227515,"TA",-0.857900349272016,"Y",0.319584019882749,-0.701387254549797,"20","RL","Norm","1Story",0.604071619287454,1.45111714100551
2196,"1Fam","None",-0.561396796481775,"TA","Y",0.119210100204318,-0.580859995470363,"TA",-0.738264907234818,"Y",-0.72938168744377,-0.701387254549797,"80","RL","Norm","SLvl",0.571166134948282,1.40379211007525
2197,"1Fam","None",-0.561396796481775,"TA","Y",-0.521226590873422,-0.399628232700942,"Gd",-1.23061076484944,"N",-0.72938168744377,-0.701387254549797,"30","RL","Norm","1.5Fin",1.59123614946263,-1.15175956015879
2198,"1Fam","BrkFace",0.421903597720255,"TA","Y",0.671743716036095,-0.127780588546809,"TA",-0.738264907234818,"Y",-0.72938168744377,-0.701387254549797,"30","RL","Norm","1Story",1.65704711814097,1.59309223379629
2199,"Duplex","None",-0.561396796481775,"TA","Y",-0.493599910081834,0.89370752888084,"TA",0.0347641028516906,"Y",1.21198768133964,-0.701387254549797,"90","RL","Norm","2.5Unf",1.36089775908842,1.59309223379629
2200,"1Fam","None",-0.561396796481775,"TA","Y",-1.21691664353434,-0.350201388309281,"TA",-0.475987207384038,"P",-0.72938168744377,-0.701387254549797,"70","RL","Norm","2Story",1.49251969644511,1.59309223379629
2201,"1Fam","None",-0.561396796481775,"TA","Y",-1.20687057779195,-0.457292884491212,"TA",-0.333344949570456,"Y",2.58973368499238,-0.701387254549797,"50","RL","Norm","1.5Fin",1.88738550851518,-0.536534158065407
2202,"1Fam","None",-0.561396796481775,"Gd","Y",-0.900465572648869,0.0534511742226126,"Gd",-1.34564484373136,"P",-0.0639929924978435,-0.46911056182444,"70","RL","Norm","2Story",1.52542518078428,-0.631184219925927
2203,"1Fam","None",-0.561396796481775,"TA","Y",-0.84772372750129,0.240861292540992,"TA",0.582326318329634,"Y",-0.72938168744377,2.44886539053787,"70","RL","Norm","2Story",1.59123614946263,1.59309223379629
2204,"1Fam","None",-0.561396796481775,"TA","Y",0.272412602775857,0.930777662174586,"Gd",-1.06956305441475,"Y",-0.72938168744377,-0.120695522736403,"50","RL","Norm","1.5Fin",1.13055936871421,-0.536534158065407
2205,"1Fam","None",-0.561396796481775,"TA","Y",-0.563922370278605,-0.230753181029435,"TA",-1.1385835017439,"Y",-0.228383140660955,-0.701387254549797,"50","RL","Feedr","1.5Fin",1.09765388437504,1.59309223379629
2206,"1Fam","BrkFace",-0.0640954476899435,"TA","N",-0.164591257018367,-0.813578054481098,"TA",-0.591021286265959,"Y",-0.212726936073992,0.822928541460363,"20","RL","Feedr","1Story",0.669882587965799,1.54576720286603
2207,"1Fam","Stone",-0.335350728849124,"TA","Y",-0.435835032063057,0.796913291947172,"TA",1.4427812283664,"Y",-0.72938168744377,-0.701387254549797,"70","RL","Norm","2Story",1.19637033739256,1.59309223379629
2208,"1Fam","None",-0.561396796481775,"TA","Y",0.154371330302704,1.3900354246471,"Gd",0.154399544888888,"Y",-0.72938168744377,0.692272901802349,"50","RL","Norm","1.5Fin",0.702788072304972,-0.773159312716706
2209,"1Fam","None",-0.561396796481775,"TA","Y",1.86220250651001,0.848399588188485,"TA",0.053169555472798,"Y",-0.72938168744377,0.0389947035122805,"20","RL","Norm","1Story",0.505355166269937,1.30914204821473
2210,"Twnhs","None",-0.561396796481775,"TA","Y",-1.60871320748778,-0.935085713610596,"TA",-0.0480604339432924,"Y",0.938004101067787,-0.701387254549797,"160","RM","Norm","2Story",-0.284376457870203,0.173341305888491
2211,"1Fam","None",-0.561396796481775,"TA","Y",-0.596572083941392,-1.16780377262133,"TA",-1.27662439640221,"P",-0.72938168744377,-0.701387254549797,"30","RM","Norm","1Story",1.49251969644511,-0.678509250856187
2212,"1Fam","None",-0.561396796481775,"TA","Y",-0.995903197201631,-0.81563750633075,"TA",-1.06956305441475,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.0318429156967,-1.05710949829827
2213,"1Fam","None",-0.561396796481775,"TA","Y",-0.945672868489651,-0.589097802868973,"TA",-2.17389021168119,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.36089775908842,1.59309223379629
2214,"1Fam","None",-0.561396796481775,"Fa","Y",-0.162079740582768,0.350012240572575,"TA",-0.848697622961462,"Y",-0.72938168744377,1.91172553861048,"80","RM","Norm","SLvl",0.143394838539039,0.788566707981869
2215,"1Fam","None",-0.561396796481775,"TA","Y",-0.614152698990585,-1.1822199355689,"TA",-0.51739947578153,"Y",-0.72938168744377,0.60516914203034,"30","RM","Norm","1Story",1.36089775908842,-0.536534158065407
2216,"1Fam","BrkFace",0.35408977743046,"TA","Y",-0.0139002708824277,0.965788343618678,"TA",-0.535804928402637,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",0.439544197591592,1.21449198635421
2217,"1Fam","None",-0.561396796481775,"Fa","N",-1.0637141409628,-1.5508618166567,"Fa",0.0669736449386285,"N",-0.72938168744377,-0.701387254549797,"20","OTHER","Norm","1Story",0.636977103626627,1.49844217193577
2218,"1Fam","None",-0.561396796481775,"TA","N",-0.832654628887697,-0.257526055074918,"TA",-1.32263802795498,"Y",-0.72938168744377,1.08423982077639,"70","OTHER","Feedr","2Story",2.51258971095946,1.59309223379629
2219,"1Fam","None",-0.561396796481775,"TA","N",-1.21942815996994,-0.900075032166504,"TA",-1.27662439640221,"N",-0.72938168744377,-0.701387254549797,"50","OTHER","Feedr","1.5Fin",2.01900744587187,-0.773159312716706
2220,"1Fam","None",-0.561396796481775,"TA","Y",-1.8196805880781,-1.28107362435222,"Fa",-1.17999577014139,"N",-0.72938168744377,-0.265868455689752,"70","OTHER","Norm","2Story",1.68995260248015,1.59309223379629
2221,"TwnhsE","Stone",0.489717418010051,"Ex","Y",1.23432339761027,0.333536625775355,"Ex",0.241825444839148,"Y",0.538770884100231,0.0680292901029502,"120","RM","Norm","1Story",-1.17282453502786,-1.15175956015879
2222,"TwnhsE","Stone",0.421903597720255,"Gd","Y",1.22930036473907,0.32941772207605,"Ex",0.0439668291622443,"Y",0.27261540612186,0.0680292901029502,"120","RM","Norm","1Story",-1.07410808201034,-1.00978446736801
2223,"1Fam","BrkFace",3.21357253298349,"Gd","Y",2.19874570888028,1.12436613604192,"Gd",1.4427812283664,"Y",-0.72938168744377,-0.0335917629643938,"20","RL","Norm","1Story",-0.810864207296963,-0.631184219925927
2224,"1Fam","None",-0.561396796481775,"TA","Y",-0.619175731861783,0.687762343915588,"Gd",1.58082212302471,"Y",1.75995484188334,-0.236833869099082,"60","RL","Norm","2Story",-0.810864207296963,-0.631184219925927
2225,"Duplex","None",-0.561396796481775,"TA","Y",-0.553876304536209,0.794853840097519,"TA",0.053169555472798,"Y",-0.72938168744377,-0.701387254549797,"90","RL","Norm","2Story",-0.152754520513513,0.362641429609531
2226,"1Fam","None",-0.561396796481775,"TA","Y",1.33729557146983,0.417974151611108,"TA",-0.186101328601597,"Y",2.62104609416631,1.04068794089039,"20","RL","Norm","1Story",-0.6463367856011,-0.347234034344367
2227,"TwnhsE","BrkFace",1.35999477839576,"Gd","Y",0.865130481577217,0.0307972038764349,"Gd",0.182007723820549,"Y",1.14936286299179,-0.701387254549797,"120","RL","Norm","1Story",-0.481809363905238,-0.110608879693068
2228,"1Fam","Stone",0.896600339748822,"Gd","Y",0.95554507325878,0.104937470463926,"Gd",1.45198395467696,"Y",-0.72938168744377,-0.323937628871091,"20","RL","Norm","1Story",-1.13991905068869,-1.10443452922853
2229,"1Fam","None",-0.561396796481775,"Gd","Y",-0.594060567505793,0.605384269929488,"Gd",0.642144039348233,"Y",-0.72938168744377,2.0859330581545,"60","RL","Norm","2Story",-1.17282453502786,-1.10443452922853
2230,"1Fam","None",-0.561396796481775,"TA","Y",-1.11645598611038,-0.0907104552530637,"TA",-0.333344949570456,"Y",0.0534285419043788,-0.701387254549797,"80","RL","Norm","SLvl",-1.13991905068869,-1.10443452922853
2231,"1Fam","Stone",-0.222327695032799,"Gd","Y",-0.905488605520067,0.259396359187864,"Gd",0.890617649733182,"Y",-0.72938168744377,0.227719516351634,"60","RL","Norm","2Story",-1.20573001936703,-1.15175956015879
2232,"1Fam","BrkFace",0.161950619942707,"TA","Y",0.850061382963623,0.0184404927785197,"TA",-0.158493149669936,"Y",1.24330009051356,-0.701387254549797,"20","RL","Norm","1Story",-0.580525816922755,-0.252583972483848
2233,"1Fam","BrkFace",0.727065789024334,"Gd","Y",0.249808954855466,-0.473768499288432,"Gd",0.485697692068821,"Y",1.47814315931801,-0.701387254549797,"20","RL","Norm","1Story",-0.481809363905238,-0.110608879693068
2234,"1Fam","BrkFace",0.602740451826376,"Gd","Y",0.711927979005679,-0.0948293589523688,"Gd",-0.0250536181669082,"Y",0.718817236850305,0.677755608507014,"20","RL","Norm","1Story",-1.04120259767117,-0.915134405507486
