"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma","averagePrice_surface"
411,"1Fam","None",0,"TA","Y",1276,1276,"TA",350,"Y",0,0,"20","RL","Norm","1Story",62,62,47.0219435736677
412,"2fmCon","None",0,"TA","N",1056,1056,"TA",572,"Y",264,0,"190","RL","Norm","1Story",65,65,137.310606060606
413,"1Fam","Stone",432,"Ex","Y",1478,1478,"Gd",484,"Y",0,144,"20","FV","Norm","1Story",11,11,150.20297699594
414,"1Fam","None",0,"TA","Y",1028,1028,"TA",360,"Y",0,0,"30","RM","Artery","1Story",93,70,111.867704280156
415,"1Fam","None",0,"Gd","Y",1080,2097,"Gd",678,"Y",196,187,"60","RL","Norm","2Story",27,27,108.726752503577
416,"1Fam","None",0,"Gd","Y",1340,1340,"Gd",396,"Y",100,30,"20","RL","Norm","1Story",13,13,135.174626865672
417,"1Fam","BrkFace",203,"TA","Y",672,1400,"TA",440,"Y",0,0,"60","RL","Norm","2Story",42,42,106.785714285714
418,"1Fam","None",0,"TA","N",1370,2624,"TA",864,"N",0,0,"70","RL","Feedr","2Story",102,70,91.0823170731707
419,"1Fam","None",0,"TA","N",756,1134,"TA",240,"P",0,0,"50","RL","Norm","1.5Fin",80,70,111.111111111111
420,"1Fam","None",0,"TA","Y",1056,1056,"TA",304,"Y",0,85,"20","RL","Norm","1Story",52,52,134.469696969697
421,"Duplex","BrkFace",200,"TA","Y",1344,1344,"TA",784,"Y",0,0,"90","RM","Norm","SFoyer",23,22,153.497023809524
422,"1Fam","Stone",126,"Gd","Y",1602,1602,"Gd",529,"Y",240,0,"20","RL","Norm","1Story",43,20,134.207240948814
423,"1Fam","None",0,"TA","Y",988,988,"TA",520,"N",0,0,"20","RL","Artery","1Story",66,66,114.372469635628
424,"1Fam","BrkFace",473,"Gd","Y",1470,2630,"Gd",696,"Y",0,66,"60","RL","Norm","2Story",22,22,119.771863117871
425,"1Fam","BrkFace",74,"TA","Y",1196,1196,"TA",297,"Y",0,44,"20","RL","Norm","1Story",64,64,116.220735785953
426,"1Fam","None",0,"TA","Y",707,1389,"TA",240,"P",0,0,"60","RM","Norm","2Story",74,28,97.1922246220302
427,"1Fam","BrkFace",145,"Gd","Y",1644,1644,"Gd",569,"Y",80,0,"80","RL","Norm","SLvl",31,31,167.274939172749
428,"1Fam","None",0,"TA","Y",907,907,"TA",352,"Y",0,0,"20","RL","Norm","1Story",63,63,120.185226019846
429,"1Fam","BrkFace",108,"Gd","Y",1208,1208,"Gd",628,"Y",105,54,"20","RL","Norm","1Story",13,13,161.754966887417
430,"1Fam","None",0,"TA","Y",1412,1412,"Gd",576,"Y",0,0,"20","RL","Norm","1Story",32,32,123.937677053824
431,"Twnhs","BrkFace",232,"TA","Y",483,987,"TA",264,"Y",0,0,"160","RM","Norm","2Story",49,49,86.5248226950355
432,"1Fam","None",0,"TA","Y",1088,1198,"TA",0,"N",0,98,"50","RM","Feedr","1.5Fin",100,22,66.69449081803
433,"TwnhsE","BrkFace",376,"TA","Y",765,1365,"TA",440,"Y",240,36,"160","RM","Norm","2Story",49,49,89.7435897435897
434,"1Fam","None",0,"TA","Y",926,1604,"TA",470,"Y",0,36,"60","RL","Norm","2Story",23,22,112.84289276808
435,"Twnhs","None",0,"TA","Y",630,630,"TA",0,"Y",88,0,"OTHERS","RM","Norm","SFoyer",48,48,128.571428571429
436,"1Fam","None",0,"Gd","Y",827,1661,"Gd",550,"Y",158,61,"60","RL","PosN","2Story",24,24,127.633955448525
437,"1Fam","None",0,"TA","Y",734,1118,"TA",440,"Y",0,0,"50","RM","Norm","1.5Fin",100,70,103.756708407871
438,"1Fam","None",0,"Gd","Y",904,904,"TA",180,"Y",0,0,"OTHERS","RM","Norm","1.5Unf",94,16,131.637168141593
439,"1Fam","None",0,"TA","N",694,694,"Gd",352,"P",0,0,"30","RL","Norm","1Story",107,18,130.187319884726
440,"1Fam","None",0,"TA","Y",684,1196,"Gd",528,"Y",0,46,"50","RL","Norm","1.5Fin",100,20,91.9732441471572
441,"1Fam","Stone",200,"Ex","Y",2402,2402,"Ex",672,"Y",0,72,"20","RL","Norm","1Story",12,12,197.01709064438
442,"Duplex","BrkFace",270,"TA","N",1440,1440,"Fa",0,"Y",0,0,"90","RL","Norm","1Story",65,65,81.9444444444444
443,"1Fam","None",0,"TA","Y",1128,1573,"TA",360,"P",0,0,"50","RM","Norm","1.5Fin",90,28,103.560076287349
444,"TwnhsE","BrkFace",72,"Gd","Y",1258,1258,"Gd",648,"Y",144,16,"120","RL","Norm","1Story",14,13,137.122416534181
445,"1Fam","None",0,"Gd","Y",933,1908,"Gd",493,"Y",144,133,"60","RL","Norm","2Story",26,25,110.062893081761
446,"1Fam","None",0,"TA","Y",1689,1689,"TA",480,"Y",0,0,"20","RL","Norm","1Story",64,64,75.4884547069272
447,"1Fam","None",0,"Gd","Y",1888,1888,"Gd",578,"Y",0,0,"20","RL","PosA","1Story",54,18,100.635593220339
448,"1Fam","None",0,"Gd","Y",956,1886,"Gd",431,"Y",89,0,"60","RL","Norm","2Story",22,21,105.991516436903
449,"1Fam","None",0,"TA","Y",780,1376,"TA",198,"N",0,0,"50","RM","Norm","1.5Fin",83,70,86.8459302325581
450,"1Fam","None",0,"TA","Y",679,1183,"TA",308,"Y",0,176,"50","RM","Norm","1.5Fin",72,18,101.437024513948
451,"1Fam","None",0,"TA","Y",813,813,"Gd",270,"N",0,113,"30","RM","Norm","1Story",90,15,135.30135301353
452,"1Fam","None",0,"TA","Y",1533,1533,"Gd",576,"Y",200,54,"20","RL","Norm","1Story",45,45,182.648401826484
453,"1Fam","BrkFace",42,"Gd","Y",888,1756,"TA",422,"Y",144,122,"60","RL","Norm","2Story",24,23,116.173120728929
454,"1Fam","None",0,"Gd","Y",786,1590,"Gd",676,"Y",0,30,"60","FV","Norm","2Story",12,12,132.075471698113
455,"Duplex","None",0,"TA","Y",1728,1728,"TA",560,"Y",0,0,"90","RL","Norm","1Story",44,44,108.796296296296
456,"1Fam","BrkFace",320,"TA","Y",1242,1242,"TA",528,"Y",0,0,"20","RL","Norm","1Story",47,47,141.304347826087
457,"1Fam","None",0,"TA","N",624,1344,"TA",513,"Y",0,0,"70","RM","Norm","2Story",104,70,72.9166666666667
458,"1Fam","None",0,"TA","Y",1663,1663,"Gd",529,"Y",224,137,"20","RL","Norm","1Story",66,26,153.938665063139
459,"1Fam","None",0,"TA","Y",833,1666,"Gd",228,"Y",192,63,"70","RM","Norm","2Story",95,24,96.6386554621849
460,"1Fam","BrkCmn",161,"TA","Y",979,1203,"Gd",352,"Y",0,0,"50","RL","Norm","1.5Fin",70,70,91.4380714879468
461,"1Fam","Stone",110,"Gd","Y",832,1935,"TA",552,"Y",0,150,"60","FV","RRAn","2Story",11,11,136.142118863049
462,"1Fam","None",0,"Gd","Y",575,1135,"Gd",576,"Y",256,0,"70","RL","Feedr","2Story",84,13,136.563876651982
463,"1Fam","None",0,"TA","Y",864,864,"TA",360,"Y",0,0,"20","RL","Norm","1Story",55,55,72.2025462962963
464,"1Fam","None",0,"TA","Y",849,1660,"TA",240,"Y",0,0,"70","RL","Norm","2Story",86,25,113.674698795181
465,"1Fam","BrkFace",136,"TA","Y",1040,1040,"TA",0,"Y",0,0,"20","RL","Norm","1Story",42,42,119.230769230769
466,"TwnhsE","BrkFace",18,"Gd","Y",1414,1414,"Gd",398,"Y",144,20,"120","RM","Norm","1Story",16,16,126.407355021216
467,"1Fam","None",0,"TA","Y",1277,1277,"TA",526,"Y",0,0,"20","RL","Norm","1Story",50,50,130.775254502741
468,"1Fam","Stone",224,"TA","Y",888,1644,"Gd",312,"Y",168,0,"70","RL","Artery","2Story",78,25,89.1119221411192
469,"1Fam","Stone",248,"Gd","Y",1634,1634,"Gd",866,"Y",0,44,"20","RL","Norm","1Story",14,14,152.998776009792
470,"1Fam","BrkFace",120,"Gd","Y",832,1710,"Gd",506,"Y",144,70,"60","RL","RRNe","2Story",27,27,109.356725146199
471,"TwnhsE","None",0,"Gd","Y",1502,1502,"Gd",528,"Y",0,54,"120","RL","Norm","1Story",35,35,141.145139813582
472,"1Fam","None",0,"TA","Y",1161,1969,"TA",534,"Y",0,0,"60","RL","PosA","2Story",43,43,96.4956830878619
473,"TwnhsE","BrkFace",80,"TA","Y",1072,1072,"TA",525,"Y",0,28,"OTHERS","RM","Norm","SLvl",15,15,138.059701492537
474,"1Fam","BrkFace",304,"Gd","Y",1976,1976,"Gd",908,"Y",250,63,"20","RL","Norm","1Story",14,13,197.01709064438
475,"TwnhsE","None",0,"Gd","Y",1652,1652,"Ex",499,"Y",96,48,"120","RL","Norm","1Story",20,20,151.937046004843
476,"1Fam","None",0,"TA","Y",970,970,"TA",624,"Y",0,24,"20","RL","Norm","1Story",57,57,136.59793814433
477,"1Fam","BrkFace",215,"TA","Y",1493,1493,"Gd",508,"Y",140,39,"20","RL","Norm","1Story",23,22,139.919624916276
478,"1Fam","BrkFace",772,"Ex","Y",2069,2643,"Ex",694,"Y",414,84,"60","RL","Norm","2Story",14,14,143.776012107454
479,"1Fam","Stone",336,"Gd","Y",1718,1718,"Gd",826,"Y",208,44,"20","RL","Norm","1Story",13,12,172.875436554133
480,"1Fam","BrkCmn",435,"TA","Y",1131,1131,"TA",672,"Y",0,72,"30","RM","Norm","1Story",83,20,79.1078691423519
481,"1Fam","BrkFace",378,"Gd","Y",1850,1850,"Gd",772,"Y",519,112,"20","RL","Norm","1Story",16,15,176.216216216216
482,"1Fam","BrkFace",562,"Gd","Y",1792,1792,"Ex",874,"Y",206,49,"20","RL","Norm","1Story",17,16,197.01709064438
483,"1Fam","None",0,"Gd","Y",916,1826,"Ex",164,"Y",0,0,"70","RM","Norm","2Story",105,15,84.8849945235487
484,"Twnhs","BrkFace",116,"TA","Y",1216,1216,"TA",402,"Y",0,125,"120","RM","Norm","1Story",22,22,134.868421052632
485,"1Fam","None",0,"TA","Y",999,999,"Gd",264,"Y",0,132,"20","RL","Norm","1Story",58,19,132.632632632633
486,"1Fam","None",0,"Gd","Y",1113,1113,"Gd",264,"Y",0,80,"20","RL","Norm","1Story",70,13,132.075471698113
487,"1Fam","BrkFace",168,"TA","Y",1073,1073,"TA",515,"Y",0,0,"20","RL","Norm","1Story",55,55,145.386766076421
488,"1Fam","None",0,"TA","Y",1484,1484,"TA",487,"Y",224,0,"20","RL","Norm","1Story",49,49,117.924528301887
489,"2fmCon","None",0,"TA","N",1766,2414,"TA",520,"N",142,0,"190","RL","Norm","1.5Fin",120,50,66.2800331400166
490,"Twnhs","None",0,"TA","Y",630,630,"Gd",286,"Y",0,0,"OTHERS","RM","Norm","SFoyer",50,18,136.507936507937
491,"TwnhsE","None",0,"TA","Y",616,1304,"TA",336,"Y",141,24,"160","RM","Norm","2Story",44,44,88.1901840490798
492,"1Fam","None",0,"TA","Y",958,1578,"Fa",240,"Y",0,0,"50","RL","Artery","1.5Fin",79,70,84.2839036755387
493,"1Fam","None",0,"Gd","Y",728,1456,"TA",429,"Y",0,0,"60","RL","Norm","2Story",14,14,118.671016483516
494,"1Fam","None",0,"TA","Y",1269,1269,"TA",308,"Y",0,0,"20","RL","Norm","1Story",60,60,122.14342001576
495,"1Fam","None",0,"TA","Y",886,886,"TA",273,"Y",144,20,"30","RM","Artery","1Story",82,24,103.047404063205
496,"1Fam","None",0,"TA","N",720,720,"TA",0,"N",0,523,"30","OTHER","Norm","1Story",100,70,48.4722222222222
497,"1Fam","None",0,"Gd","Y",3228,3228,"Gd",546,"Y",264,75,"20","RL","Norm","1Story",28,27,133.209417596035
498,"1Fam","None",0,"TA","Y",1133,1820,"TA",240,"N",0,100,"50","RL","Norm","1.5Fin",95,70,101.098901098901
499,"1Fam","BrkFace",89,"TA","Y",899,899,"Gd",288,"Y",64,0,"20","RL","Norm","1Story",53,16,144.60511679644
500,"1Fam","None",0,"TA","Y",912,912,"TA",297,"Y",12,285,"20","RL","Norm","1Story",62,35,131.578947368421
501,"Twnhs","BrkFace",285,"TA","Y",672,1218,"TA",264,"Y",144,28,"160","RM","Norm","2Story",47,47,92.7750410509031
502,"1Fam","None",0,"Gd","Y",866,1768,"Gd",603,"Y",0,108,"60","FV","Norm","2Story",15,15,128.223981900452
503,"1Fam","None",0,"TA","Y",1214,1214,"TA",461,"Y",0,0,"20","RL","Feedr","1Story",55,55,115.321252059308
504,"1Fam","None",0,"TA","Y",1801,1801,"TA",484,"Y",0,54,"20","RL","Norm","1Story",61,23,160.46640755136
505,"TwnhsE","None",0,"TA","Y",855,1322,"TA",440,"Y",260,0,"160","RL","Norm","2Story",46,46,111.195158850227
506,"Duplex","BrkFace",360,"TA","Y",960,1960,"TA",400,"N",0,0,"90","RM","Artery","2Story",68,68,63.5204081632653
507,"1Fam","BrkFace",125,"Gd","Y",1065,1911,"Gd",471,"Y",182,81,"60","RL","Norm","2Story",27,26,112.50654107797
508,"1Fam","None",0,"Gd","Y",1218,1218,"Gd",676,"Y",0,102,"20","FV","Norm","1Story",11,11,171.018062397373
509,"1Fam","None",0,"TA","Y",689,1378,"Gd",360,"N",0,0,"70","RM","Norm","2Story",92,15,116.835994194485
510,"1Fam","BrkFace",132,"TA","Y",1041,1041,"TA",270,"Y",224,88,"20","RL","Norm","1Story",61,61,119.596541786744
511,"1Fam","BrkCmn",70,"Gd","Y",1363,1363,"TA",288,"Y",324,42,"20","RL","Norm","1Story",69,20,120.983125458547
512,"TwnhsE","Stone",94,"Gd","Y",1368,1368,"Gd",474,"Y",132,35,"120","RL","Norm","1Story",15,14,148.146929824561
513,"1Fam","None",0,"TA","Y",864,864,"TA",624,"Y",0,0,"20","RL","Feedr","1Story",62,62,150.347222222222
514,"1Fam","None",0,"TA","Y",1080,1080,"TA",484,"Y",120,0,"20","RL","Norm","1Story",37,37,124.074074074074
515,"1Fam","None",0,"TA","N",789,789,"TA",200,"Y",0,0,"OTHERS","RL","Norm","1.5Unf",94,70,122.306717363752
516,"1Fam","BrkFace",305,"Ex","Y",2020,2020,"Ex",900,"Y",156,54,"20","RL","Norm","1Story",11,11,197.01709064438
517,"1Fam","BrkFace",333,"TA","Y",1378,2119,"TA",583,"Y",0,104,"80","RL","Norm","SLvl",48,48,74.5634733364795
518,"1Fam","BrkFace",921,"Gd","Y",1277,2344,"Gd",889,"Y",220,0,"60","RL","Norm","2Story",24,23,113.054607508532
519,"1Fam","None",0,"TA","Y",882,1796,"TA",546,"Y",0,36,"60","RL","Norm","2Story",22,22,117.483296213808
520,"1Fam","None",0,"Gd","Y",1276,2080,"Gd",282,"Y",0,0,"70","RL","Norm","2Story",94,16,112.5
521,"2fmCon","None",0,"TA","N",694,1294,"TA",0,"N",220,114,"190","RL","Norm","2Story",120,20,82.1097372488408
522,"1Fam","None",0,"TA","Y",1244,1244,"TA",336,"Y",0,40,"20","RL","Feedr","1Story",63,63,120.578778135048
523,"1Fam","None",0,"TA","Y",1004,1664,"TA",420,"Y",0,24,"50","RM","Feedr","1.5Fin",73,70,95.5528846153846
524,"1Fam","Stone",762,"Ex","Y",3138,4676,"Ex",884,"Y",208,406,"60","RL","PosN","2Story",13,12,41.5049579372798
525,"1Fam","BrkFace",594,"Gd","Y",1383,2398,"Gd",834,"Y",239,60,"60","RL","Norm","2Story",24,23,131.672226855713
526,"1Fam","None",0,"Gd","Y",1266,1266,"Gd",453,"Y",38,144,"20","FV","Norm","1Story",15,15,139.020537124803
527,"1Fam","None",0,"TA","Y",928,928,"TA",252,"Y",261,0,"20","RL","Norm","1Story",64,20,142.241379310345
528,"1Fam","Stone",268,"Ex","Y",1476,2713,"Ex",858,"Y",126,66,"60","RL","Norm","2Story",12,12,164.489863619609
529,"1Fam","None",0,"TA","Y",605,605,"TA",0,"N",0,0,"30","RL","Norm","1Story",100,18,142.148760330579
530,"1Fam","None",0,"Gd","Y",2515,2515,"TA",484,"Y",0,0,"20","RL","Norm","1Story",63,45,79.7709741550696
531,"1Fam","BrkFace",219,"Gd","Y",1509,1509,"Gd",600,"Y",224,0,"80","RL","Norm","SLvl",32,31,115.970841616965
532,"1Fam","None",0,"TA","Y",751,1362,"TA",502,"Y",0,0,"70","RM","RRNn","2Story",100,21,93.9794419970631
533,"1Fam","None",0,"TA","Y",827,827,"TA",392,"Y",0,0,"20","RL","Norm","1Story",65,13,129.987908101572
534,"1Fam","None",0,"Fa","N",334,334,"Fa",0,"N",0,0,"20","RL","Norm","1Story",74,70,117.664670658683
535,"1Fam","None",0,"Gd","Y",707,1414,"Gd",403,"Y",100,35,"60","RL","Norm","2Story",16,16,125.884016973126
536,"2fmCon","None",0,"TA","Y",820,1347,"TA",0,"N",85,0,"190","RL","Norm","2Story",110,29,79.8069784706756
537,"1Fam","None",0,"TA","Y",880,1724,"Gd",527,"Y",120,155,"60","RL","Norm","2Story",22,21,109.048723897912
538,"1Fam","None",0,"TA","Y",864,864,"TA",576,"Y",216,0,"20","RL","Norm","1Story",48,48,128.761574074074
539,"1Fam","BrkFace",188,"TA","Y",1159,1159,"TA",336,"Y",466,0,"20","RL","Norm","1Story",52,52,136.324417601381
540,"1Fam","BrkFace",479,"Gd","Y",1601,1601,"Gd",670,"Y",180,0,"20","RL","Norm","1Story",19,18,169.893816364772
541,"1Fam","BrkFace",584,"Ex","Y",1838,1838,"Ex",765,"Y",270,68,"20","RL","Norm","1Story",14,14,171.381936887922
542,"1Fam","BrkFace",72,"Gd","Y",997,2285,"Gd",648,"Y",0,56,"60","RL","Norm","2Story",20,20,108.533916849015
543,"1Fam","None",0,"Gd","Y",1680,1680,"Gd",583,"Y",78,73,"20","RL","RRAn","1Story",22,21,126.934523809524
544,"TwnhsE","BrkFace",182,"TA","Y",767,767,"TA",367,"Y",120,40,"120","OTHER","Norm","SFoyer",22,22,173.402868318123
545,"1Fam","None",0,"Gd","Y",664,1496,"Gd",426,"Y",100,24,"60","RL","Norm","2Story",14,14,120.09692513369
546,"1Fam","BrkFace",178,"Gd","Y",1377,2183,"Gd",786,"Y",0,0,"50","RL","Norm","1.5Fin",32,32,104.901511681173
547,"1Fam","None",0,"TA","Y",915,1635,"TA",440,"Y",0,38,"50","RL","Norm","1.5Fin",97,70,128.440366972477
548,"1Fam","None",0,"TA","Y",768,768,"TA",624,"Y",104,0,"OTHERS","RL","Norm","SFoyer",50,50,168.619791666667
549,"1Fam","None",0,"TA","Y",825,825,"TA",720,"Y",140,50,"20","RM","Feedr","1Story",65,25,151.515151515152
550,"1Fam","None",0,"Gd","Y",912,2094,"Gd",615,"Y",182,182,"60","FV","Norm","2Story",17,16,125.59694364852
551,"TwnhsE","None",0,"TA","Y",1069,1069,"TA",440,"Y",0,55,"120","RL","Norm","1Story",43,43,130.963517305893
552,"1Fam","None",0,"TA","Y",928,928,"TA",288,"Y",0,0,"20","RM","Norm","1Story",63,63,121.228448275862
553,"1Fam","Stone",250,"Gd","Y",1717,1717,"Gd",908,"Y",169,39,"20","RL","Norm","1Story",14,14,148.806057076296
554,"1Fam","None",0,"TA","Y",1126,1126,"Gd",520,"N",0,96,"20","RL","Feedr","1Story",71,17,95.9147424511545
555,"1Fam","BrkFace",292,"Gd","Y",1006,2046,"Gd",871,"Y",320,62,"60","RL","Norm","2Story",17,16,138.80742913001
556,"1Fam","None",0,"TA","Y",1048,1048,"TA",280,"Y",0,0,"OTHERS","RM","Norm","1.5Unf",98,70,107.824427480916
557,"1Fam","None",0,"TA","Y",1092,1092,"TA",299,"Y",268,0,"20","RL","Norm","1Story",63,63,129.120879120879
558,"1Fam","None",0,"TA","Y",897,1336,"TA",570,"Y",0,47,"50","OTHER","Norm","1.5Fin",100,70,80.8383233532934
559,"1Fam","None",0,"TA","Y",729,1446,"TA",406,"Y",264,22,"60","RL","Norm","2Story",24,23,121.023513139696
560,"TwnhsE","BrkFace",18,"Gd","Y",1557,1557,"Gd",420,"Y",143,20,"120","RL","Norm","1Story",17,16,150.28901734104
561,"1Fam","BrkFace",180,"TA","Y",1392,1392,"TA",528,"Y",0,0,"20","RL","Norm","1Story",63,24,87.2844827586207
562,"1Fam","None",0,"TA","Y",1389,1389,"TA",418,"Y",240,38,"20","RL","Norm","1Story",46,45,122.390208783297
563,"1Fam","None",0,"TA","Y",996,996,"TA",0,"Y",144,0,"30","RL","Norm","1Story",80,51,108.433734939759
564,"1Fam","None",0,"TA","Y",1163,1674,"TA",396,"N",72,36,"50","RL","Norm","1.5Fin",102,70,110.513739545998
565,"1Fam","None",0,"Gd","Y",1166,2295,"Gd",590,"Y",0,40,"60","RL","Norm","2Story",28,20,116.77559912854
566,"1Fam","None",0,"TA","N",841,1647,"Fa",216,"Y",0,66,"70","RL","Norm","2Story",105,70,77.7170613236187
567,"1Fam","BrkFace",245,"Gd","Y",1134,2504,"Ex",656,"Y",144,39,"60","RL","Norm","2Story",15,13,129.792332268371
568,"1Fam","BrkFace",168,"Gd","Y",1535,1535,"Gd",532,"Y",0,0,"20","RL","Norm","1Story",16,16,139.413680781759
569,"1Fam","None",0,"Gd","Y",1496,2132,"Gd",612,"Y",349,40,"50","RL","Norm","1.5Fin",37,11,148.499061913696
570,"Duplex","None",0,"TA","Y",943,943,"TA",600,"Y",42,0,"90","RL","Norm","SFoyer",41,41,144.178154825027
571,"Duplex","BrkFace",108,"TA","Y",1728,1728,"TA",576,"Y",0,0,"90","RL","Norm","1Story",55,55,82.5231481481482
572,"1Fam","BrkFace",207,"TA","Y",864,864,"Gd",288,"Y",168,0,"20","RL","Norm","1Story",61,61,138.888888888889
573,"1Fam","None",0,"TA","Y",846,1692,"Gd",650,"Y",208,114,"60","RL","Norm","2Story",11,11,132.683215130024
574,"1Fam","None",0,"TA","Y",774,1430,"TA",400,"Y",100,0,"80","RL","Norm","SLvl",20,20,118.881118881119
575,"1Fam","BrkFace",82,"TA","Y",576,1109,"TA",288,"Y",35,0,"80","RL","Norm","SLvl",49,15,125.338142470694
576,"1Fam","None",0,"TA","Y",832,1216,"TA",336,"Y",158,0,"50","RL","Norm","1.5Fin",73,70,97.4506578947368
577,"1Fam","None",0,"TA","Y",877,1477,"TA",216,"Y",0,50,"50","RL","Norm","1.5Fin",92,70,98.1719702098849
578,"1Fam","BrkFace",97,"TA","Y",1320,1320,"TA",564,"Y",160,68,"80","RL","Norm","SLvl",54,54,124.621212121212
579,"TwnhsE","None",0,"Gd","Y",703,1392,"Gd",540,"Y",0,102,"160","FV","Norm","2Story",13,13,104.885057471264
580,"1Fam","BrkFace",335,"TA","N",1050,1795,"TA",352,"Y",0,0,"50","RM","Norm","1.5Fin",66,66,73.2590529247911
581,"1Fam","BrkFace",85,"TA","Y",1429,1429,"Gd",572,"Y",216,110,"20","RL","Norm","1Story",60,33,127.291812456263
582,"1Fam","BrkFace",306,"Ex","Y",2042,2042,"Ex",1390,"Y",0,90,"20","RL","Norm","1Story",12,11,124.041625857003
583,"Duplex","BrkFace",104,"TA","Y",816,816,"TA",0,"Y",0,32,"90","RL","Norm","SFoyer",30,30,145.220588235294
584,"1Fam","None",0,"Ex","Y",1521,2775,"Gd",880,"Y",105,502,"OTHERS","RM","Artery","2.5Unf",127,20,117.117117117117
585,"1Fam","None",0,"TA","Y",989,1573,"Gd",240,"Y",0,0,"50","RM","Norm","1.5Fin",85,25,84.5518118245391
586,"1Fam","BrkFace",208,"Gd","Y",2028,2028,"Gd",880,"Y",326,66,"20","RL","Norm","1Story",15,14,182.396449704142
587,"1Fam","None",0,"TA","Y",838,838,"Fa",275,"N",0,0,"30","RL","RRAn","1Story",102,20,155.131264916468
588,"1Fam","None",0,"TA","Y",860,860,"TA",528,"Y",0,0,"OTHERS","RL","Norm","SFoyer",38,38,159.302325581395
589,"1Fam","None",0,"TA","Y",1473,1473,"Ex",452,"Y",0,48,"20","RL","Norm","1Story",52,17,97.0807875084861
590,"1Fam","None",0,"TA","Y",779,935,"TA",308,"P",0,0,"OTHERS","RM","RRAn","1Story",90,60,85.0267379679144
591,"1Fam","None",0,"Gd","Y",770,1582,"Gd",520,"Y",0,45,"60","RL","Norm","2Story",16,16,117.509481668774
592,"1Fam","Stone",420,"Ex","Y",1728,2296,"Ex",842,"Y",382,274,"60","RL","Norm","2Story",12,12,196.842334494774
593,"1Fam","None",0,"TA","Y",816,816,"TA",816,"Y",0,0,"20","RL","Norm","1Story",38,17,169.117647058824
594,"TwnhsE","BrkFace",170,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",17,17,165.094339622642
595,"1Fam","None",0,"TA","Y",924,924,"TA",280,"Y",0,0,"20","RL","Norm","1Story",45,45,119.047619047619
596,"1Fam","BrkFace",238,"Gd","Y",1826,1826,"Gd",758,"Y",180,75,"20","RL","Norm","1Story",15,14,174.698795180723
597,"1Fam","None",0,"TA","N",684,1368,"TA",216,"N",0,158,"70","RM","Norm","2Story",110,27,83.7017543859649
598,"TwnhsE","BrkFace",72,"Gd","Y",1402,1402,"Gd",648,"Y",120,16,"120","RL","Norm","1Story",14,13,138.517118402282
599,"1Fam","BrkFace",459,"TA","Y",1647,1647,"Gd",621,"Y",0,0,"20","RL","Norm","1Story",43,43,132.058287795993
600,"Twnhs","None",0,"TA","Y",716,1556,"TA",452,"Y",161,0,"160","RM","Norm","2Story",40,40,97.0437017994859
601,"1Fam","BrkFace",280,"Gd","Y",1058,1904,"Ex",736,"Y",179,60,"60","RL","Norm","2Story",15,15,144.432773109244
602,"1Fam","None",0,"TA","Y",780,1375,"Gd",544,"P",0,162,"50","RM","Norm","1.5Fin",83,70,102.545454545455
603,"1Fam","None",0,"Gd","Y",927,1915,"Gd",506,"Y",120,150,"60","RL","Norm","2Story",28,28,114.882506527415
604,"TwnhsE","None",0,"Gd","Y",600,1200,"Gd",480,"Y",0,172,"160","FV","Norm","2Story",16,15,125.833333333333
605,"1Fam","BrkFace",99,"Gd","Y",1494,1494,"Gd",530,"Y",192,36,"20","RL","Norm","1Story",18,18,147.925033467202
606,"1Fam","BrkFace",176,"TA","Y",1186,1986,"TA",486,"Y",0,42,"60","RL","Norm","2Story",55,30,103.222557905337
607,"1Fam","None",0,"TA","Y",1040,1040,"Gd",576,"Y",168,0,"20","RL","Norm","1Story",24,24,146.153846153846
608,"1Fam","None",0,"TA","Y",1112,2008,"Ex",230,"Y",103,0,"20","RL","Norm","2Story",72,18,112.051792828685
609,"1Fam","None",0,"TA","Y",1940,3194,"TA",380,"Y",0,0,"70","RL","Norm","2Story",86,22,112.429555416406
610,"1Fam","BrkCmn",192,"TA","Y",1029,1029,"TA",261,"Y",64,0,"20","RL","Feedr","1Story",59,59,115.160349854227
611,"1Fam","BrkFace",204,"Gd","Y",1476,2153,"Ex",736,"Y",253,142,"60","RL","PosN","2Story",20,20,145.378541569902
612,"1Fam","BrkFace",233,"TA","Y",1032,1032,"TA",564,"Y",0,0,"80","RL","Norm","SLvl",42,42,143.410852713178
613,"1Fam","BrkFace",108,"Gd","Y",1299,1872,"Ex",531,"Y",160,122,"60","RL","Norm","2Story",19,19,139.690170940171
614,"1Fam","None",0,"TA","Y",1120,1120,"TA",0,"Y",0,30,"20","RL","Feedr","1Story",13,13,131.25
615,"TwnhsE","None",0,"TA","Y",630,630,"TA",0,"Y",96,24,"OTHERS","RM","Norm","SFoyer",48,48,119.84126984127
616,"1Fam","BrkFace",156,"TA","Y",1054,1054,"Gd",480,"Y",120,0,"OTHERS","RL","Feedr","SFoyer",57,57,130.455407969639
617,"1Fam","None",0,"Gd","Y",807,1509,"Gd",393,"Y",100,75,"60","RL","Norm","2Story",18,17,121.404903909874
