"Id","BldgType","MasVnrType_clean","MasVnrArea_clean_scale","ExterQual","CentralAir","1stFlrSF_scale","GrLivArea_scale","KitchenQual_clean","GarageArea_clean_scale","PavedDrive","WoodDeckSF_scale","OpenPorchSF_scale","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad_scale","reforma_scale","averagePrice_surface"
787,"1Fam","None",-0.567590011190771,"TA","Y",-0.508621182154194,0.259831395570673,"TA",-0.266505363484604,"Y",-0.751918199272585,-0.704241947620518,"50","RM","Artery","1.5Fin",1.86299331150256,1.68878984799844,84.1404358353511
788,"1Fam","None",-0.567590011190771,"Gd","Y",-0.53448853131191,1.08193629925094,"Gd",0.678281474020409,"Y",-0.751918199272585,-0.025058459295287,"60","RL","Norm","2Story",-1.08374319683748,-0.926804046709186,111.804222648752
789,"1Fam","None",-0.567590011190771,"TA","Y",-0.676758951679346,-1.16933708281793,"TA",-0.897922309341915,"Y",-0.751918199272585,-0.704241947620518,"20","RM","Norm","1Story",0.571726751668159,-0.733056350804918,119.755826859045
790,"1Fam","BrkFace",0.302053265204728,"TA","Y",-0.482753832996478,1.08764536108205,"Gd",-0.135544811751236,"Y",0.309205778246914,1.83137640879368,"60","RL","Norm","2Story",0.174413964026806,-1.07211481863739,89.8418782942022
791,"TwnhsE","BrkFace",-0.506659590551596,"Gd","Y",-0.045595632231083,-0.705000053887415,"Gd",-0.355371452160819,"Y",0.0459193778097454,-0.46275448510488,"120","RL","Norm","1Story",-1.11685259580759,-1.02367789466132,139.912663755459
792,"1Fam","None",-0.567590011190771,"TA","Y",-0.260294630240123,-0.862950764548206,"TA",0.308785631629834,"Y",0.205486893226211,-0.704241947620518,"80","RL","Norm","SLvl",-0.156680025674321,0.429429824620694,138.229755178908
793,"1Fam","None",-0.567590011190771,"Gd","Y",-0.0921568607149713,0.946821835914597,"TA",-0.0840960235702703,"Y",0.684189439475609,1.25784368531904,"60","RL","Norm","2Story",-0.818868005076576,-0.587745578876716,134.023845007452
794,"1Fam","Stone",0.207888069671457,"Gd","Y",0.862348323204738,-0.0370398196472003,"Gd",0.00477006510594384,"Y",0.58844893022573,1.25784368531904,"20","RL","Norm","1Story",-1.18307139374782,-1.07211481863739,150.401069518717
795,"1Fam","None",-0.567590011190771,"Gd","Y",-0.198212992261606,0.722265403890821,"Gd",-0.299245501417946,"Y",0.388989535955147,-0.00996549288805968,"60","RL","Norm","2Story",-0.752649207136351,-0.539308654900649,102.638522427441
796,"1Fam","BrkFace",0.152496778181298,"TA","Y",-0.710386505584376,0.0923655818580265,"TA",0.0141243902297559,"Y",-0.751918199272585,0.0504063727408497,"60","RL","Norm","2Story",-0.289117621554772,0.187245204740358,109.335038363171
797,"1Fam","BrkFace",0.252201102863584,"TA","Y",0.316547255976937,-0.438577168435477,"TA",0.257336843448868,"Y",0.349097657101031,-0.704241947620518,"20","RL","Norm","1Story",-0.189789424644434,0.380992900644627,111.673151750973
798,"1Fam","None",-0.567590011190771,"TA","Y",-1.00786102089811,-1.41292372094542,"TA",-1.08968597438006,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.604836150638272,1.54347907607024,142.302716688228
799,"1Fam","Stone",4.19606105696292,"Ex","Y",2.07811373361738,3.09152606380269,"Ex",1.62306831152542,"Y",0.396967911725971,0.473009432143216,"60","RL","Norm","2Story",-1.21618079271793,-1.16898866658952,154.458598726115
800,"1Fam","BrkFace",0.828270534361239,"TA","Y",-0.46982015841762,0.480581786373707,"Gd",-1.08968597438006,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Feedr","1.5Fin",1.13458653416008,1.68878984799844,98.9819004524887
801,"1Fam","None",-0.567590011190771,"TA","Y",-1.41397840267424,0.328340137544028,"Gd",0.608124035591818,"Y",2.46336723636921,1.0163562228034,"60","RL","Feedr","2Story",-0.851977404046689,-0.587745578876716,118.483412322275
802,"1Fam","None",-0.567590011190771,"TA","Y",0.086327848473267,-0.607946002758495,"TA",-0.15425346199886,"Y",-0.751918199272585,-0.704241947620518,"30","RM","Norm","1Story",1.82988391253244,-0.248687111044246,91.8896321070234
803,"1Fam","None",-0.567590011190771,"Gd","Y",-1.12426409210783,-0.11316064406204,"Gd",-0.294568338856041,"Y",-0.464696671522946,-0.432568552290426,"60","RL","Norm","2Story",-1.11685259580759,-0.975240970685253,129.807692307692
804,"1Fam","Stone",1.78100074799198,"Ex","Y",1.47799123315837,2.48636550970472,"Ex",2.55850082390662,"Y",-0.337042659189773,1.86156234160813,"60","RL","Norm","2Story",-1.21618079271793,-1.16898866658952,197.01709064438
805,"1Fam","None",-0.567590011190771,"TA","Y",-0.0895701257991997,-0.737351404263721,"TA",-0.874536496532385,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.571726751668159,1.49504215209417,104.609929078014
806,"1Fam","Stone",0.850427050957303,"Gd","Y",0.686450348932271,-0.166445221152427,"Ex",0.378943070058424,"Y",-0.751918199272585,0.201336036813123,"20","RL","Norm","1Story",-1.21618079271793,-1.12055174261345,159.439775910364
807,"1Fam","None",-0.567590011190771,"TA","Y",-0.472406893333392,-1.01899845459863,"TA",-0.416174565465597,"Y",-0.2093886468566,-0.704241947620518,"80","RL","Norm","SLvl",0.141304565056693,0.865362140405298,138.265306122449
808,"1Fam","None",-0.567590011190771,"TA","Y",-0.234427281082408,0.115201829182478,"Gd",0.257336843448868,"Y",-0.751918199272585,4.00476357143442,"70","RL","Norm","2Story",1.59811811974165,-0.926804046709186,141.814720812183
809,"1Fam","BrkFace",5.23187820782889,"TA","Y",-0.198212992261606,-0.817278269899303,"TA",0.0515416907250039,"Y",-0.751918199272585,-0.704241947620518,"80","RL","Norm","SLvl",0.174413964026806,0.913799064381365,147.283609576427
810,"1Fam","None",-0.567590011190771,"TA","N",-0.226667076335093,1.18469941221097,"TA",-0.528426466951341,"N",-0.432783168439653,1.65026081190695,"OTHERS","RM","Norm","2.5Unf",2.42585309399447,0.962235988357433,49.5790458372311
811,"1Fam","BrkFace",-0.0192162254381956,"TA","Y",0.378628893955454,-0.392904673786574,"Gd",0.0515416907250039,"Y",1.36235137999559,-0.704241947620518,"20","RL","Norm","1Story",-0.0904612277340958,-0.68461942682885,138.273491214668
812,"TwnhsE","BrkFace",0.368522814992919,"Gd","Y",-0.813855902215239,-1.2701971751676,"Gd",-0.24779671323698,"Y",0.365054408642677,-0.704241947620518,"120","RM","Norm","1Story",-1.08374319683748,-0.926804046709186,170.400943396226
813,"1Fam","None",-0.567590011190771,"Fa","N",-0.306855858724012,-0.897205135534884,"Fa",0.145084941963124,"N",-0.751918199272585,-0.704241947620518,"20","OTHER","Norm","1Story",0.637945549608385,1.59191600004631,53.6331417624521
814,"1Fam","BrkFace",0.778418372020096,"TA","Y",0.722664637753073,-0.139802932607233,"TA",-0.804379058103795,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.439289155787708,1.3012944561899,109.500693481276
815,"1Fam","None",-0.567590011190771,"TA","Y",-1.23290695857023,-0.505182889798462,"Fa",-0.902599471903821,"P",0.899605585287839,-0.704241947620518,"50","RL","Norm","1.5Fin",1.76366511459222,1.68878984799844,92.8
816,"1Fam","BrkFace",1.88070507267426,"TA","Y",1.28915958430705,0.276958581064012,"Gd",0.584738222782288,"Y",-0.751918199272585,-0.191081089774788,"20","RL","Norm","1Story",-0.885086803016802,-0.636182502852783,135.400361228176
817,"1Fam","None",-0.567590011190771,"TA","Y",-0.399978315691788,-0.965713877508239,"TA",-0.925985284713351,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.571726751668159,1.49504215209417,135.912698412698
818,"1Fam","BrkFace",0.252201102863584,"Gd","Y",1.36158816194865,0.330243158154399,"Gd",1.79612332631594,"Y",0.44483816635091,0.186243070405896,"20","RL","Norm","1Story",-1.01752439889725,-0.829930198757052,160.449970396684
819,"1Fam","BrkFace",-0.124459679269498,"TA","Y",-0.286161979397839,-0.881980970651916,"TA",-0.15425346199886,"Y",-0.751918199272585,-0.704241947620518,"80","RL","Norm","SLvl",0.00886696917624241,0.67161444450103,147.338403041825
820,"TwnhsE","Stone",0.141418519883266,"Gd","Y",0.505378904828261,-0.299656663878396,"Gd",0.0515416907250039,"Y",0.779929948725489,-0.175988123367561,"120","RL","Norm","1Story",-1.24929019168804,-1.21742559056559,164.948453608247
821,"1Fam","None",-0.567590011190771,"Gd","Y",-0.943192648003818,0.236995148246221,"Gd",0.57070673509657,"Y",-0.751918199272585,-0.025058459295287,"60","RL","Norm","2Story",-1.05063379786737,-0.878367122733119,111.585365853659
822,"2fmCon","None",-0.567590011190771,"Fa","N",-0.586223229627341,-1.10273136145495,"TA",0.481840646420356,"Y",-0.751918199272585,-0.221267022589243,"20","RM","Norm","1Story",0.604836150638272,1.54347907607024,99.3589743589744
823,"1Fam","None",-0.567590011190771,"Gd","Y",-0.816442637131011,0.413976065010722,"Gd",-0.186993599932202,"Y",0.0459193778097454,0.020220439926395,"60","RL","Norm","2Story",-1.05063379786737,-0.878367122733119,129.832660126948
824,"1Fam","None",-0.567590011190771,"TA","Y",-0.565529350301169,-0.0503609639197971,"TA",-1.08968597438006,"Y",1.92083768395322,-0.704241947620518,"50","RL","Norm","1.5Fin",1.03525833724974,1.68878984799844,93.6870382807253
825,"1Fam","None",-0.567590011190771,"Gd","Y",0.844241178794337,-0.0503609639197971,"Gd",1.41727315880156,"Y",-0.751918199272585,1.40877334939131,"20","FV","Norm","1Story",-1.1499619947777,-1.02367789466132,156.212222968435
826,"1Fam","BrkFace",3.95233937440622,"Ex","Y",2.38334845367842,1.08193629925094,"Ex",3.49393333628782,"Y",0.748016445642196,-0.025058459295287,"20","RL","PosN","1Story",-1.18307139374782,-1.12055174261345,184.740882917466
827,"1Fam","None",-0.567590011190771,"TA","Y",-0.97940693682462,-1.39199049423134,"Gd",-2.2122049892375,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RM","Norm","1.5Unf",1.56500872077154,1.68878984799844,139.668367346939
828,"1Fam","None",-0.567590011190771,"Gd","Y",0.701970758426901,-0.155027097490201,"Gd",0.252659680886962,"Y",1.56181077426617,-0.115616257738651,"20","RL","Norm","1Story",-0.98441499992714,-0.781493274780985,131.799163179916
829,"1Fam","None",-0.567590011190771,"TA","Y",-0.0067946084945095,1.16186316488652,"TA",0.304108469067928,"Y",3.12557242534754,-0.704241947620518,"60","RL","Norm","2Story",0.141304565056693,0.865362140405298,87.0178739416745
830,"Twnhs","None",-0.567590011190771,"Gd","Y",-1.66230495458831,-0.556564446278478,"Gd",0.0328330404773799,"Y",-0.751918199272585,1.80119047597922,"160","FV","Norm","2Story",-1.11685259580759,-0.975240970685253,120.523303352412
831,"1Fam","BrkFace",1.57605296947839,"TA","Y",0.593327891964495,-0.234953963125782,"TA",-0.0700645358845522,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.472398554757821,1.34973138016597,119.252873563218
832,"TwnhsE","None",-0.567590011190771,"TA","Y",-1.66230495458831,-0.600333920317011,"Gd",0.0328330404773799,"Y",-0.751918199272585,1.80119047597922,"160","FV","Norm","2Story",-1.11685259580759,-0.975240970685253,125.833333333333
833,"1Fam","BrkFace",0.667635789039778,"Gd","Y",-0.573289555048483,0.596666043606336,"Gd",0.654895661210878,"Y",0.779929948725489,-0.115616257738651,"60","RL","Norm","2Story",-1.05063379786737,-0.878367122733119,129.579004920722
834,"1Fam","BrkFace",0.429453235632094,"TA","Y",0.914083021520169,0.00102059256021937,"TA",-0.00458426001786817,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.240632761967032,1.0106729123335,110.158311345646
835,"1Fam","BrkFace",0.185731553075393,"TA","Y",-0.0481823671468546,-0.706903074497786,"TA",-0.0794188610083642,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.33996095887737,1.1559836842617,122.333916083916
836,"1Fam","None",-0.567590011190771,"TA","Y",-0.247360955661265,-0.853435661496351,"Gd",-0.172962112246484,"Y",1.56181077426617,-0.704241947620518,"20","RL","Norm","1Story",0.70416434754861,-0.490871730924582,119.962511715089
837,"1Fam","None",-0.567590011190771,"TA","Y",1.02531262289835,0.0828504788061716,"TA",1.58565101103017,"Y",-0.751918199272585,1.04654215561786,"30","RM","Norm","1Story",0.770383145488836,0.574740596548895,98.4605516356639
838,"Twnhs","BrkFace",0.307592394353743,"TA","Y",-1.75801414647186,-1.00567731032603,"TA",-0.977434072894317,"Y",-0.751918199272585,-0.704241947620518,"160","RM","Norm","2Story",-0.0573518287639831,0.574740596548895,101.317122593718
839,"1Fam","None",-0.567590011190771,"TA","Y",-0.164585438356575,-0.79253900196448,"Gd",-0.565843767446589,"Y",1.46607026501629,-0.704241947620518,"20","RL","Norm","1Story",-0.785758606106464,-1.02367789466132,131.028207461328
840,"1Fam","None",-0.567590011190771,"TA","Y",-1.02079469547696,-0.600333920317011,"TA",-1.08968597438006,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Norm","1.5Fin",0.836601943429061,-0.490871730924582,108.75
841,"1Fam","None",-0.567590011190771,"TA","N",-0.912151829014559,-0.063682108192394,"Fa",-0.341339964475101,"P",-0.751918199272585,-0.704241947620518,"70","OTHER","Norm","2Story",1.53189932180143,1.68878984799844,94.4669365721997
842,"1Fam","None",-0.567590011190771,"TA","Y",-0.529315061480367,0.0447900665987519,"Gd",0.996328528230017,"P",-0.193431895314954,0.473009432143216,"70","RM","Norm","2Story",2.2271967001738,-0.829930198757052,102.33918128655
843,"1Fam","BrkFace",0.446070623079141,"TA","Y",0.00613906608434834,-0.666939641679995,"TA",0.0796046660964399,"Y",-0.751918199272585,1.24275071891181,"80","RL","Norm","SLvl",0.174413964026806,0.913799064381365,150.128755364807
844,"Duplex","None",-0.567590011190771,"TA","N",1.6487157375993,0.541478445905578,"TA",-2.2122049892375,"Y",-0.751918199272585,-0.704241947620518,"90","RL","Artery","1Story",0.33996095887737,1.1559836842617,78.3333333333333
845,"1Fam","None",-0.567590011190771,"TA","Y",-0.741427324573635,-0.189281468476879,"TA",1.15535205533482,"Y",2.58304287293155,-0.704241947620518,"50","RM","Artery","1.5Fin",1.86299331150256,1.68878984799844,108.686440677966
846,"1Fam","None",-0.567590011190771,"TA","Y",1.39262898093791,0.353079405478851,"TA",0.645541336087067,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RL","RRAe","SFoyer",-0.123570626704209,0.187245204740358,100.529100529101
847,"1Fam","BrkFace",0.191270682224409,"Gd","Y",-0.405151785523331,0.493902930646303,"Gd",-0.22441090042745,"Y",1.11502173110007,0.382451633699852,"60","RL","Norm","2Story",-0.719539808166238,-0.393997882972448,120
848,"1Fam","None",-0.567590011190771,"TA","Y",-0.772468143562894,-1.23974884540166,"TA",-0.631324043313273,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.0242424297938703,0.623177520524963,154.513888888889
849,"1Fam","None",-0.567590011190771,"TA","Y",0.373455424123911,1.60336394649259,"TA",-0.528426466951341,"Y",3.12557242534754,-0.100523291331424,"50","RL","Norm","1.5Fin",2.09475910429335,-0.587745578876716,101.781170483461
850,"1Fam","BrkFace",1.42649648245496,"Gd","Y",-0.177519112935433,0.646144579475982,"TA",0.182502242458372,"Y",0.149638262830448,0.805054693102218,"80","RL","Feedr","SLvl",-0.156680025674321,-0.442434806948515,100.808625336927
851,"TwnhsE","BrkFace",0.374061944141934,"Gd","Y",-0.813855902215239,-1.2701971751676,"Gd",-0.24779671323698,"Y",0.365054408642677,-0.704241947620518,"120","RM","Norm","1Story",-1.05063379786737,-0.878367122733119,155.070754716981
852,"TwnhsE","BrkFace",-0.346024845230135,"Gd","Y",0.758878926573875,-0.11316064406204,"Gd",-0.341339964475101,"Y",0.388989535955147,-0.402382619475971,"120","RL","Norm","1Story",-1.05063379786737,-0.878367122733119,147.664835164835
853,"1Fam","None",-0.567590011190771,"TA","Y",-0.632784458111229,0.248413271908447,"TA",-1.08968597438006,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RL","Norm","2.5Unf",1.00214893827962,1.68878984799844,99.6354799513973
854,"1Fam","BrkFace",0.0694098409460591,"TA","Y",0.730424842500388,-0.13409387077612,"TA",0.804564863191871,"Y",0.684189439475609,-0.704241947620518,"80","RL","Norm","SLvl",0.240632761967032,1.0106729123335,109.342560553633
855,"1Fam","None",-0.567590011190771,"TA","Y",1.59439430436809,0.501515013087787,"TA",-0.0887731861321763,"Y",-0.751918199272585,5.60461801060052,"20","RL","Norm","1Story",0.538617352698046,0.526303672572828,95.5593029792018
856,"1Fam","None",-0.567590011190771,"TA","Y",-0.317202798387098,-0.904817217976368,"TA",-0.996142723141941,"Y",-0.751918199272585,0.865426558731127,"20","RL","Norm","1Story",0.306851559907257,-1.21742559056559,122.115384615385
857,"1Fam","None",-0.567590011190771,"TA","Y",-0.3534170872079,-0.931459506521561,"TA",0.481840646420356,"Y",-0.751918199272585,-0.704241947620518,"80","RL","Norm","SLvl",-0.222898823614547,0.33255597666856,143.27485380117
858,"1Fam","None",-0.567590011190771,"TA","Y",-1.19151919991789,-0.065585128802765,"TA",-0.607938230503743,"Y",-0.751918199272585,-0.160895156960333,"60","RL","Norm","2Story",-0.752649207136351,-0.490871730924582,117.488183659689
859,"1Fam","BrkFace",0.479305397973237,"TA","Y",0.53641972381752,-0.276820416553944,"TA",0.0281558779154739,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.156680025674321,0.429429824620694,110.948905109489
860,"1Fam","BrkFace",0.65101840159273,"TA","Y",0.903736081857083,2.1666580471624,"Gd",0.682958636582315,"Y",-0.751918199272585,0.27680086884926,"60","RL","PosA","2Story",0.108195166086581,0.0419344328121567,94.197437829691
861,"1Fam","None",-0.567590011190771,"Gd","Y",-0.648304867605859,-0.170251262373169,"Gd",-1.20193787586581,"Y",-0.751918199272585,2.91806999011405,"50","RL","Norm","1.5Fin",1.76366511459222,-0.636182502852783,133.20476858345
862,"2fmCon","None",-0.567590011190771,"TA","Y",-0.319789533302869,-0.906720238586739,"TA",0.145084941963124,"Y",-0.751918199272585,-0.704241947620518,"190","RL","Norm","1Story",0.207523362996919,0.962235988357433,126.564003849856
863,"1Fam","None",-0.567590011190771,"TA","Y",-0.169758908188118,-0.796345043185222,"TA",0.0328330404773799,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.421555217435223,-0.00650249116391041,138.559708295351
864,"1Fam","None",-0.567590011190771,"TA","Y",-0.0378354274837683,-0.699290992056302,"TA",0.930848252363333,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.406179756817595,1.25285753221384,115.418118466899
865,"1Fam","None",-0.567590011190771,"Gd","Y",0.541593193649063,-0.273014375333202,"Gd",0.262014006010774,"Y",-0.751918199272585,1.40877334939131,"20","FV","Norm","1Story",-1.18307139374782,-1.12055174261345,182.638483965015
866,"1Fam","BrkFace",-0.146616195865562,"TA","Y",-0.415498725186418,-0.977132001170465,"TA",2.00659564160171,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.0419763681463552,0.720051368477097,148.203592814371
867,"1Fam","Stone",0.95013137563959,"Gd","Y",1.25035856057047,0.248413271908447,"Gd",1.85692643962072,"Y",0.779929948725489,0.50319536495767,"20","RL","Norm","1Story",-1.1499619947777,-1.07211481863739,151.215066828676
868,"1Fam","None",-0.567590011190771,"TA","Y",-0.110264005125372,-0.752575569146689,"Fa",0.332171444439364,"Y",0.58844893022573,-0.704241947620518,"20","RL","Feedr","1Story",0.33996095887737,1.1559836842617,115.178571428571
869,"1Fam","None",-0.567590011190771,"TA","Y",0.994271803909088,1.53104916329849,"TA",0.930848252363333,"P",0.205486893226211,1.46914521502022,"60","RL","Feedr","2Story",0.770383145488836,1.68878984799844,72.8448275862069
870,"1Fam","BrkFace",0.795035759467144,"Gd","Y",-0.260294630240123,0.825028516850854,"Gd",0.472486321296544,"Y",0.49270842097585,0.654125029029944,"60","RL","Norm","2Story",-0.719539808166238,-0.442434806948515,121.08773730118
871,"1Fam","None",-0.567590011190771,"TA","N",-0.694866096089747,-1.18265822709053,"TA",-0.771638920170453,"Y",-0.751918199272585,-0.704241947620518,"20","RL","PosN","1Story",0.306851559907257,1.10754676028563,122.48322147651
872,"1Fam","BrkFace",0.074948970095075,"TA","Y",-0.927672238509188,0.316922013881802,"Gd",0.233951030639338,"Y",-0.751918199272585,0.457916465735988,"60","RL","Norm","2Story",-0.885086803016802,-0.636182502852783,119.203329369798
873,"1Fam","None",-0.567590011190771,"Gd","Y",-0.653478337437402,-1.1522098973246,"Gd",-0.275859688608416,"Y",0.811843451808782,-0.704241947620518,"20","RL","Norm","1Story",0.604836150638272,-0.539308654900649,127.472527472527
874,"1Fam","None",-0.567590011190771,"Gd","Y",-0.327549738050184,-0.470928518811784,"TA",-0.865182171408573,"Y",-0.751918199272585,-0.281638888218152,"OTHERS","RL","Norm","1Story",0.737273746518723,1.68878984799844,104.889589905363
875,"1Fam","None",-0.567590011190771,"TA","Y",-1.25877430772795,-0.731642342432608,"TA",-1.2767724768563,"Y",-0.544480429231179,-0.704241947620518,"50","RM","Artery","1.5Fin",1.00214893827962,1.68878984799844,58.7975243147657
876,"1Fam","None",-0.567590011190771,"Gd","Y",0.0552870294840082,2.08292514030607,"Ex",0.3602344198108,"Y",0.907583961058662,4.78959782461024,"60","FV","Norm","2Story",-1.18307139374782,-1.07211481863739,116.274712643678
877,"1Fam","None",-0.567590011190771,"TA","Y",-0.317202798387098,-0.904817217976368,"TA",0.818596350877589,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.273742160937144,1.05910983630957,127.163461538462
878,"1Fam","Stone",0.628861884996667,"Gd","Y",0.774399336068505,1.34835918470287,"Ex",1.23954098144913,"Y",0.716102942558903,-0.704241947620518,"60","RL","Norm","2Story",-1.08374319683748,-0.975240970685253,157.374100719424
879,"1Fam","None",-0.567590011190771,"TA","Y",-0.0197282830733674,-0.685969847783705,"Gd",0.481840646420356,"Y",0.779929948725489,-0.704241947620518,"OTHERS","RL","Norm","SFoyer",0.33996095887737,-0.490871730924582,128.138528138528
880,"1Fam","BrkFace",-0.0690683877793388,"Gd","Y",-0.772468143562894,-1.23974884540166,"TA",-0.640678368437085,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.222898823614547,-0.975240970685253,157.986111111111
881,"1Fam","None",-0.567590011190771,"TA","Y",-0.187866052598519,-0.809666187457819,"TA",-0.1074818363798,"Y",-0.751918199272585,0.0353134063336224,"20","RL","Norm","1Story",-1.11685259580759,-1.02367789466132,144.036697247706
882,"1Fam","BrkFace",0.0804880992440909,"Gd","Y",0.0630472342313229,0.383527735244787,"Gd",-0.341339964475101,"Y",0.58844893022573,-0.160895156960333,"50","RL","Norm","1.5Fin",-0.6202116112559,-0.297124035020313,109.202096680256
883,"1Fam","None",-0.567590011190771,"TA","Y",-0.917325298846102,0.147553179558785,"TA",-0.392788752656067,"Y",1.97668631434898,-0.100523291331424,"60","RL","Norm","2Story",-0.686430409196125,-0.393997882972448,111.738857501569
884,"1Fam","None",-0.567590011190771,"Gd","N",-0.539662001143453,1.3597773083651,"TA",-0.15425346199886,"Y",-0.751918199272585,2.13323573693822,"OTHERS","RL","Norm","2.5Fin",1.96232150841289,1.68878984799844,53.1390134529148
885,"1Fam","BrkFace",-0.235242262249816,"TA","Y",-0.70003956592129,-1.18646426831127,"TA",-0.865182171408573,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.141304565056693,0.865362140405298,112.107623318386
886,"TwnhsE","BrkFace",-0.235242262249816,"Gd","Y",1.41332286026408,0.368303570361819,"Gd",0.154439267086936,"Y",0.0219842504972755,0.27680086884926,"120","FV","Norm","1Story",-0.918196201986915,-0.733056350804918,192.451726155647
887,"Duplex","BrkFace",0.10818374498917,"TA","Y",1.4210830650114,0.374012632192932,"TA",0.537966597163228,"Y",1.41820001039135,0.110778238369759,"90","RL","Norm","1Story",0.406179756817595,-0.975240970685253,84.696261682243
888,"1Fam","None",-0.567590011190771,"TA","Y",-0.751774264236722,-0.233050942515411,"TA",-0.809056220665701,"Y",0.213465268997035,-0.704241947620518,"50","RL","Norm","1.5Fin",0.538617352698046,1.4466052281181,97.2720746590093
889,"1Fam","None",-0.567590011190771,"Gd","Y",2.72738419747604,1.33503804043028,"Gd",0.692312961706127,"Y",-0.105669761835897,2.42000209867554,"20","RL","Norm","1Story",0.0419763681463552,0.720051368477097,120.884077582318
890,"1Fam","BrkFace",-0.0690683877793388,"TA","Y",0.885628937446682,-0.0199126341538614,"TA",0.14976210452503,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Feedr","1Story",0.604836150638272,1.54347907607024,99.3355481727575
891,"1Fam","None",-0.567590011190771,"TA","Y",-1.26912124739104,-1.1255676087794,"TA",0.481840646420356,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Artery","1.5Fin",0.737273746518723,-1.02367789466132,133.008658008658
892,"1Fam","BrkFace",-0.057990129481307,"TA","Y",-0.632784458111229,0.318825034492173,"TA",-0.15425346199886,"Y",1.18682711303748,-0.704241947620518,"60","RL","Norm","2Story",-0.222898823614547,0.33255597666856,102.495543672014
893,"1Fam","None",-0.567590011190771,"TA","Y",-0.244774220745494,-0.85153264088598,"TA",-0.977434072894317,"Y",0.779929948725489,-0.704241947620518,"20","RL","Norm","1Story",0.273742160937144,-0.878367122733119,144.662921348315
894,"1Fam","None",-0.567590011190771,"TA","Y",0.57004727772255,-0.252081148619121,"TA",-0.556489442322777,"Y",3.32503181961812,1.04654215561786,"20","RL","PosN","1Story",0.571726751668159,1.49504215209417,119.305856832972
895,"Duplex","None",-0.567590011190771,"TA","Y",0.963230984919829,0.037177984157268,"TA",-0.341339964475101,"Y",-0.751918199272585,-0.704241947620518,"90","RL","Norm","1Story",-0.25600822258466,0.284119052692492,77.4319218241042
896,"1Fam","BrkFace",1.73114858565083,"TA","Y",-0.464646688586077,0.533866363464094,"TA",0.0468645281630979,"Y",-0.751918199272585,0.0504063727408497,"60","RL","Norm","2Story",0.273742160937144,1.05910983630957,77.9510022271715
897,"1Fam","None",-0.567590011190771,"TA","N",-0.547422205890768,-1.07418605229938,"TA",-0.682772831494239,"Y",-0.751918199272585,-0.281638888218152,"30","RM","Norm","1Story",1.16769593313019,1.68878984799844,111.98738170347
898,"Duplex","None",-0.567590011190771,"TA","Y",-0.110264005125372,1.37880751446881,"TA",0.257336843448868,"Y",0.476751669434204,-0.704241947620518,"90","RL","Feedr","2Story",-0.25600822258466,0.284119052692492,63.8183035714286
899,"1Fam","Stone",3.64214814206132,"Ex","Y",3.10763423009446,1.61478207015481,"Ex",1.62306831152542,"Y",-0.751918199272585,0.306986801663715,"20","RL","Norm","1Story",-1.24929019168804,-1.21742559056559,197.01709064438
900,"1Fam","None",-0.567590011190771,"TA","Y",0.18979724510413,-0.531825178343655,"TA",-0.865182171408573,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Feedr","1Story",0.33996095887737,-0.442434806948515,109.223300970874
901,"1Fam","None",-0.567590011190771,"TA","Y",-0.787988553057524,-1.25116696906389,"TA",0.986974203106205,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.00886696917624241,0.67161444450103,128.205128205128
902,"1Fam","None",-0.567590011190771,"TA","Y",0.37086868920814,-0.398613735617687,"TA",1.32372990756344,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.472398554757821,-0.733056350804918,117.151607963247
